Реестр действующих лицензий,,,,,,,,
,"на ""01"" августа 2012 г.",,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
"КГУ ""Кубаньлицторг-контроль""",,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
№№ п/п,"Код бланка (серия, номер)",Срок действия лицензии,Лицензиат,ИНН,Юридический адрес,Место торговли,Вид объекта,
1,2,3,4,5,6,7,8,
5421.,АК 058940 № рег. 876,28.02.2012 - 27.02.2013,"ООО ""Ровесник"", Рубан Александр Михайлович",2356048111,"г. Усть-Лабинск, ул. Ленина, 62 тел: 8(918) 433-48-31","г. Усть-Лабинск, ул. Красная, 214"," ""организация общественного питания""",
5422.,АК 051168 № рег. 4265,04.01.2010 - 04.01.2011 (прол) 05.01.2011 - 04.01.2012 05.01.2012 - 04.01.2013,"ООО ""Ровис"", Лаврентьева М.И.",2308036927,"г. Краснодар, пр. Дальний, 5/а тел: 275-94-87","г. Краснодар, ул. 40 лет Победы, 16"," ""магазин""",
5423.,АК 054875 № рег. 3547,21.12.2010 - 20.12.2011 (изм) 14.02.2011 - 11.05.2011 (прол) 21.12.2011 - 20.12.2012,"Роговское сельпорозторг, Темир Светлана Гурьевна",2353000062,"ст-ца Роговская, ул. Ленина, 72 тел: 6-63-43","Тимашевский р-н, ст-ца Роговская, ул. Ленина, 95"," ""организация общественного питания""",
5424.,,,,,,"Тимашевский р-н, ст-ца Роговская, ул. Кошмана, 129а"," ""организация розничной торговли""",
5425.,,,,,,"Тимашевский р-н, ст-ца Роговская, ул. Рогачева, 14"," ""организация розничной торговли""",
5426.,АК 039881 № рег. 5794,25.09.2007 - 25.09.2008 (прол) 25.09.2008 - 25.09.2009 25.09.2009 - 25.09.2010 26.09.2010 - 25.09.2011 26.09.2011 - 25.09.2012,"ООО ""Родич""",2325018773,"г. Апшеронск, ул. Пролетарская, 132/а","г. Апшеронск, ул. Пролетарская, 132/а"," ""магазин "" Родич""""",
5427.,АК 060719 № рег. 2536,24.07.2012 - 23.07.2013,"ООО ""Родник"", Царева Наталья Эдуардовна",2344014037,"ст-ца Новопокровская , ул. Казачья, 23 а тел: 8(918) 416-96-90","Новопокровский р-н, ст-ца Новопокровская , ул. Казачья, 23 а"," ""организация розничной торговли""",
5428.,АК 059929 № рег. 1863,10.06.2012 - 09.06.2013,"ООО  ""Родник плюс"", Мусольян Римма Ивановна",2301066376,"г. Анапа, ул. Пионерский проспект, 30 тел: 8-918-44-0-333-0","г. Анапа, ул. Пионерский проспект, I проезд, 4"," ""организация розничной торговли""",
5429.,,,,,,"г. Анапа, ул. Пионерский проспект, 30"," ""организация розничной торговли""",
5431.,АК 059388 № рег. 1293,23.04.2012 - 22.04.2013,"Родниковское сельпо, Семянникова Ольга Николаевна",2339001667,"ст-ца Родниковская, ул. Первомайская, 161 тел: 6-42-74","Курганинский р-н, ст-ца Родниковская, ул. Первомайская, 111"," ""организация розничной торговли""",
5432.,,,,,,"Курганинский р-н, ст-ца Родниковская, ул. Первомайская, 140"," ""организация общественного питания""",
5433.,,,,,,"Курганинский р-н, ст-ца Родниковская, ул. Первомайская, 161"," ""организация розничной торговли""",
5434.,,,,,,"Курганинский р-н, ст-ца Родниковская, ул. Кооперативная, 145"," ""организация розничной торговли""",
5435.,АК 057880 № рег. 3190,20.12.2011 - 19.12.2012,"ООО "" Родничек""",2353022845,"ст-ца Роговская, ул. Рогачева, 13/2","Тимашевский р-н, ст-ца Роговская, ул. Рогачева, 13/2"," ""организация розничной торговли""",
5436.,АК 043345 № рег. 1453,12.05.2008 - 12.05.2009 (прол) 12.05.2009 - 12.05.2013,"ООО ""Родничок"", Карапетян Б.В.",2304037856,"г. Геленджик, ул. Островского, 51 тел: 8(928) 424-42-30","г. Геленджик, ул. Ленина, 48/а"," ""закусочная""",
5437.,АК 057281 № рег. 2589,25.08.2011 - 24.08.2012,,,,"Геленджик г., с. Михайловский Перевал, Сухумское шоссе "," ""организация общественного питания""",
5438.,АК 060165 № рег. 2081,29.06.2012 - 28.06.2013,"ООО ""Родничок""",2311089164,"г. Краснодар, ул. Кореновская, 12","г. Краснодар, ул. Кореновская, 12"," ""организация розничной торговли""",
5439.,АК 060655 № рег. 2473,27.07.2012 - 26.07.2015,"ООО ""Родос"", Керасов Лёва Михайлович",2315123810,"г. Новороссийск, ул. Леселидзе, / ул. Мысхакское шоссе тел: 903-453-41-29","г. Новороссийск, ул. Леселидзе, / ул. Мысхакское шоссе"," ""организация розничной торговли""",
5440.,АК 061046 № рег. 2670,20.07.2012 - 19.07.2013,"ООО ""Рождественское"", Коновалова Л.В.",2308116178,"г. Краснодар, ул. Рождественская набережная, 29 тел: 261-97-97; 8918-43-104-12","г. Краснодар, ул. Рождественская набережная, 29"," ""организация розничной торговли""",
5441.,АК 057796 № рег. 3101,26.11.2011 - 25.11.2012,"ООО ""Роза"", Аветисов Роберт Суренович",2305023310,"г. Горячий Ключ, ул. Хадыженская, 37 а тел: 8-918-466-66-66","г. Горячий Ключ, ул. Хадыженская, 37 а"," ""организация розничной торговли""",
5448.,АК 049106 № рег. 2690,10.07.2009 - 10.07.2014,"ООО ""Роза ветров"", Кривоносова А.А.",2304045840,"с. Архипо-Осиповка, ул. Пограничная, 17а тел: 61-5-44","Геленджик г., с. Архипо-Осиповка, ул. Пограничная, 17а"," ""кафе ""Роза ветров""""",
5449.,АК 046688 № рег. 4206,30.12.2008 - 30.12.2013,"ООО "" Розничная сеть "" Торес""",2365013002,"г. Туапсе, ул. Морской бульвар, 1","г. Туапсе, ул. Сочинская, 11 А"," ""магазин № 6""",
5450.,АК 060126 № рег. 2037,16.06.2012 - 15.06.2015,,,,"г. Туапсе, ул. Карла Маркса, 14/2"," ""организация розничной торговли""",
5452.,АК 057900 № рег. 3200,15.12.2011 - 14.12.2012,"ООО ""Роксалана"", Оганян  М.Б.",2309088967,"г. Краснодар, ул. Обрывная, 127 тел: 227-03-89;8(960)47-111-01","г. Краснодар, ул. Селезнева, 76"," ""организация общественного питания (кафеРоксалана)""",
5453.,АК 061031 № рег. 2643,19.07.2012 - 18.07.2013,"ООО ""Ролеан"", Фролова Елена Александровна",2301070333,"г. Анапа, пр. Пионерский, 114 тел: 8(918)128-37-67","г. Анапа, пр. Пионерский, 114"," ""организация общественного питания - кафе""",
5456.,АК 057559 № рег. 2861,17.10.2011 - 16.10.2014,"ООО КТП ""Росинка"", Лобода И.Р.",2303001462,"г. Белореченск, ул. Интернациональная, 28 тел: 2-25-55","г. Белореченск, ул. Интернациональная, 28"," ""организация розничной торговли""",21.12.2009 - 15.09.2011
5457.,,,,,,"г. Белореченск, ул. Интернациональная, б/н, квартал 86"," ""организация розничной торговли""",
5458.,АК 054099 № рег. 910,24.12.2010 - 23.12.2015,"ООО ""Росинтер Ресторанс"", Зайцев Сергей Васильевич",7737115648,"г. Москва, ул. Душинская, 7, стр. 1 тел: 8-495-799-44-88","Центральный р-н, г. Сочи, ул. Московская, 22"," ""организация розничной торговли""",
5459.,АК 060587 № рег. 2404,18.07.2012 - 17.07.2013,"ООО ""Росич"", Сохань Владимир Вячеславович",2323002802,"г. Абинск, ул. Интернациональная, 79 тел: 5-31-74; 8967-300-90-25","г. Абинск, ул. Мира, 2/19"," ""организация общественного питания""",
5460.,,,,,,"г. Абинск, ул. Комсомольская, 110 А/1"," ""организация общественного питания""",
5462.,АК 060223 № рег. 2164,21.06.2012 - 20.06.2014,"ООО ""РостРом"", Попов Юрий Александрович",2310114322,"г. Краснодар, ул. Трамвайная, 2 тел: 259-84-61; 233-444-5","г. Краснодар, ул. Трамвайная, 2"," ""организация общественного питания""",
5463.,АК 045436 № рег. 3530,17.10.2008 - 17.10.2013,"ООО ""Ростислав"", Цыпкина Н.Ю.",2329011803,"пос. Венцы, ул. Шувалова, 11/а тел: 8(260) 5-45-20","г. Гулькевичи, ул. Ленинградская, 25"," ""магазин №2""",
5464.,АК 059197 № рег. 1122,30.03.2012 - 29.03.2015,"ООО ""Росторг"", Челухин Евгений Владимирович",2311140029,"г. Краснодар, усадьба. Центральная, агрофирмы ""Солнечная"" 41/1 тел: 8960-497-37-85","г. Краснодар, ул. Володарского, 8/1"," ""организация розничной торговли""",
5466.,АК 059424 № рег. 1350,25.04.2012 - 24.04.2013,"ООО ""Рояль"", Рудиева Яна Александровна",2370000619,"г. Славянск-на-Кубани,  ул. Юных Коммунаров, 100 тел: 8918-441-51-88","г. Славянск-на-Кубани,  ул. Юных Коммунаров, 100"," ""организация общественного питания""",
5467.,АК 059941 № рег. 1890,29.06.2012 - 28.06.2013,"ООО ""Рояль"", Еремина Татьяна Эдуардовна",2308116273,"г. Краснодар, ул. Красных Партизан, 557 тел: 8918-245-21-20","г. Краснодар, ул. Красных Партизан, 557"," ""организация общественного питания""",
5468.,АК 059366 № рег. 1299,20.04.2012 - 19.04.2013,"ООО ""Рубикон-Л"", Левтеров Валерий Пантелеевич",2338008317,"ст-ца Крыловская, ул. Орджоникидзе, 44 тел: 886161-32-4-76, 8-918-374-52-35","Крыловский р-н, ст-ца Крыловская, ул. Западная, 44/1"," ""организация розничной торговли""",
5469.,,,,,,"Крыловский р-н, ст-ца Крыловская, ул. Октябрьская, 44"," ""организация розничной торговли""",
5470.,,,,,,"Крыловский р-н, ст-ца Крыловская, ул. Орджоникидзе, 78 А"," ""организация розничнной торговли""",
5471.,АК 050811 № рег. 3900,20.11.2009 - 20.11.2012,"ООО ""Рубикор"", Кашапов",2349021768,"г. Славянск-на-Кубани, ул. Красная, 39 тел: (86146)4-23-85","г. Славянск-на-Кубани, ул. Ковтюха, 12"," ""магазин ""Тамада""""",20.11.2008 - 20.11.2009
5472.,АК 050812 № рег. 3901,20.11.2009 - 20.11.2012,,,,"г. Славянск-на-Кубани, ул. Ковтюха, 12"," ""закусочная ""Кубанские вина""""",
5474.,АК 058463 № рег. 3416,02.01.2012 - 01.01.2013,"ООО ""Рубин"", Бутко Игорь Викторович",2346016495,"ст-ца Павловская, ул. Проезжая, 31/1 тел: 32-532, 55-165; 8909-460-19-95","Павловский р-н, ст-ца Павловская, ул. Проезжая, 31/1"," ""организация розничной торговли""",01.01.2010 - 01.01.2011
5475.,АК 060073 № рег. 1985,13.06.2012 - 27.12.2012,"ООО ""Рубин"", Мазняк Лариса Васильевна",2364005841,"хут. Лосево, ул. Ленина, 60 тел: 8-918-992-14-48","Кавказский р-н, хут. Лосево, ул. Ленина, 60"," ""организация розничной торговли""",
5476.,,,,,,"Кавказский р-н, ст-ца Темижбекская, ул. Трактовая, 37 А"," ""организация розничной торговли""",
5477.,,,,,,"Кавказский р-н, ст-ца Темижбекская, ул. Комсомольская, 2 А"," ""организация общественного питания""",
5478.,АК 061045 № рег. 2659,25.07.2012 - 24.07.2013,"ООО ""Рубин"", Кононец Ю.А.",2351011573,"ст-ца Нововладимировская, ул. Мира, 11 тел: 8(918) 461-37-81","Тбилисский  р-н, ст-ца Тбилисская, ул. Красная, 237"," ""организация розничной торговли""",
5479.,,,,,,"Тбилисский  р-н, пос. Октябрьский, ул. Псурцева, 9 а"," ""организация розничной торговли""",
5480.,,,,,,"Тбилисский  р-н, ст-ца Нововладимировская, ул. Пионерская, 25 а"," ""организация розничной торговли""",
5481.,,,,,,"Тбилисский  р-н, ст-ца Нововладимировская, ул. Фестивальная, 8 а"," ""организация розничной торговли""",
5483.,АК 058880 № рег. 805,20.02.2012 - 19.02.2013,"ООО ""Руна"", Валынцева Галина Васильевна",2365004960,"пос. Новомихайловский , ул. Колхозная, 96 тел: 8918-460-43-92","Туапсинский р-н, с. Ольгинка, ул. Приморская, 5"," ""организация розничной торговли""",19.02.2007 - 19.02.2010
5485.,АК 059963 № рег. 1882,07.06.2012 - 06.06.2013,"ООО ""Руслан"", Чебурова Любовь Викторовна",2373000695,"ст-ца Новотитаровская, ул. Солнечная, 25 тел: 8918-124-22-86","Динской р-н, ст-ца Динская, ул. Тельмана, 155/1"," ""организация розничной торговли""",
5486.,АК 057905 № рег. 3226,16.12.2011 - 15.12.2012,"ООО ""Руслан и К"", Дементьев Руслан Витальевич",2372000974,"г. Армавир,  . Промзона, 16 тел: 8918-321-60-00","Армавир г.,   Старая  Станица, ул. Ставропольская, 25"," ""организация розничной торговли""",
5487.,АК 050839 № рег. 3929,27.11.2009 - 27.11.2014,"ООО ""Русская баня"", Шиянова Н.А",2339013976,"ст-ца Родниковская, ул. Первомайская, 118 тел: 64-498","Курганинский р-н, ст-ца Родниковская, ул. Пермская, 118"," ""кафе ""Русская баня""""",
5488.,АК 056100 № рег. 1374,24.05.2011 - 20.03.2014,,,,"г. Новокубанск, ул. Одесская, 2 а"," ""организация общественного питания""",
5489.,,,,,,"г. Новокубанск, ул. Бамовская, 49"," ""организация общественного питания""",
5490.,АК 059405 № рег. 1325,20.04.2012 - 19.04.2015,"ООО ""РИФК"", Чекалин Александр Анатольевич",2311132349,"г. Краснодар, ул. Яна Полуяна, 22/1 тел: 226-07-10","г. Краснодар, ул. Яна Полуяна, 22/1"," ""организация розничной торговли-магазин ""Сити""""",
5491.,АК 059699 № рег. 1624,24.05.2012 - 23.05.2013,"ООО ""Русская кухня"", Голубицкий Андрей Викторович",2312076746,"г. Краснодар, ул. 3-й Тихорецкий проезд, 19 а тел: 253-75-47","г. Краснодар, ул. Дзержинского, 100, ТВК ""Красная площадь"" 3 этаж"," ""организация общественного питания ""Любо-дорого""""",
5492.,,,,,,"г. Краснодар, ул. Уральская, 79/2, СРЦ ""Семь звезд"""," ""организация общественного питания ""Любо-дорого""""",
5493.,,,,,,"г. Краснодар, ул. Дзержинского, 100, ТВК ""Красная площадь"" 3 этаж"," ""организация общественного питания ""Любо-дорого""""",
5494.,,,,,,"г. Краснодар, ул. Дзержинского, 100, ТВК ""Красная площадь"" 3 этаж"," ""организация общественного питания "" Любо - cafe""""",
5495.,АК 057116 № рег. 2410,04.08.2011 - 03.08.2012,"ЗАО ""Русская лоза"", Черепнин Симон Альфредович",2301042382,"с. Сукко, ул. Киблерова, 2 тел: 93-1-91; 8918-234-17-19","Анапа г., с. Сукко, ул. Киблерова, 2"," ""организация розничной торговли""",
5497.,АК 060709 № рег. 2526,13.07.2012 - 12.07.2013,"ООО кафе ""Русские пельмени"", Суниасян Азат Мнацахович",2315002196,"г. Новороссийск, ул. Бирюзова, 3 тел: 8-918-374-18-20","г. Новороссийск, ул. Бирюзова, 3"," ""организация общественного питания""",
5498.,АК 057124 № рег. 2444,05.08.2011 - 04.08.2012,"ООО ""Русский колос"", Егоров Анатолий Иванович",2345009128,"ст-ца Спокойная, ул. Ленина, 270 тел: 8918-213-88-50","Отрадненский р-н, ст-ца Спокойная, ул. Ленина, 270"," ""организация розничной торговли""",
5499.,АК 057758 № рег. 3064,16.11.2011 - 15.11.2012,"ООО "" Русский медведь"", Еровенко М.П.",2308160240,"г. Краснодар, ул. Северная, 28 тел: 221-50-50","г. Краснодар, ул. Северная, 28"," ""организация общественного питания""",
5500.,АК 058890 № рег. 816,16.02.2012 - 15.02.2013,"ООО ""Русский продукт"", Чакалова С.В.",2312134250,"г. Краснодар, ул. 40 лет Победы, 33/4 тел: 257-54-77","г. Краснодар, ул. 40 лет Победы, 33/4"," ""организация розничной торговли""",
5501.,,,,,,"г. Краснодар, ул. 40 лет Победы, 33/9"," ""организация розничной торговли""",
5502.,АК 061002 № рег. 2601,18.07.2012 - 17.07.2013,"ООО ""Русский продукт"", Карпоченко К.Б.",2334022215,"ст-ца Каневская, ул. Днепровская, 54 А тел: 8928-84-90-929","Каневской р-н, ст-ца Каневская, ул. Днепровская, 54 А"," ""организация розничной торговли""",
5503.,АК 046830 № рег. 4280,30.12.2008 - 30.12.2009 (прол) 31.12.2009 - 30.12.2010 31.12.2010 - 30.12.2011 31.12.2011 - 30.12.2012,"ООО ""Русь"", Багмут С.В.",2312116251,"г. Краснодар, ул. Л. Чайкиной, 17 тел: 8-918-489-5-000","г. Краснодар, ул. Л. Чайкиной, 1/1"," ""закусочная""",
5504.,АК 047198 № рег. 330,27.02.2009 - 27.02.2014,"ООО магазин ""Русь"", Савина Т.Н.",2308001635,"г. Краснодар, ул. Красных Партизан, 232 тел: 55-66-70","г. Краснодар, ул. Красных Партизан, 232"," ""магазин""",
5505.,АК 049483 № рег. 3082,10.08.2009 - 10.08.2010 (прол) 11.08.2010 - 10.08.2011 11.08.2011 - 10.08.2012,"ООО ""Русь"", Багмут С.В.",2312116251,"г. Краснодар, ул. Л. Чайкиной, 17 тел: 8-918-489-5-000","г. Краснодар, ул. Восточный обход, 21"," ""кафе""",
5506.,АК 053977 № рег. 3143,15.11.2010 - 14.11.2011 (прол) 15.11.2011 - 14.11.2012,"ООО "" Русь"", Ваджиев Вадим Вагифович",2323028568,"г. Абинск, ул. Темрюкская, 1 г тел: 4-46-36","г. Абинск, ул. Темрюкская, 1 г"," ""организация общественного питания""",
5507.,АК 057838 № рег. 3145,08.12.2011 - 07.12.2012,"ООО фирма ""Русь"", Силкина  С.Н.",2334019580,"ст-ца Стародеревянковская, ул. Ленинградская, 17г тел: (86164)68-5-06","Каневский р-н, ст-ца Стародеревянковская, ул. Запорожская, 113 а"," ""организация розничной торговли""",
5508.,,,,,,"Каневский р-н, ст-ца Стародеревянковская, ул. Ленинградская, 17 г"," ""организация розничной торговли""",
5509.,,,,,,"Каневский р-н, ст-ца Стародеревянковская, ул. Пластуновская, 65"," ""организация розничной торговли""",
5511.,АК 059486 № рег. 1405,27.04.2012 - 26.04.2013,"ООО ""Русь"", Рыбаков Владимир Георгиевич",2311138750,"г. Краснодар,  ул. 9-ая Тихая, 21 тел: 8-918-0141-082","г. Краснодар,  ул. 9-ая Тихая, 21"," ""организация общественного питания""",
5512.,АК 059872 № рег. 1792,11.06.2012 - 10.06.2013,"ООО ПКФ ""Русь"", Коваленко Н.И.",2304033749,"с. Дивноморское, ул. Ленина, 4 тел: 6-32-00","Геленджик г., с. Дивноморское, ул. Ленина, 4"," ""организация общественного питания ""Морской воздух""""",
5513.,,,,,,"Геленджик г., с. Дивноморское, ул. Ленина, 4"," ""организация общественного питания - кафе ""Русь""""",
5514.,,,,,,"Геленджик г., с. Дивноморское, ул. Ленина, 4"," ""организация общественного питания - кафе ""Бриз""""",
5515.,АК 060589 № рег. 2406,06.07.2012 - 05.07.2013,"ООО ""Русь"", Кулабахов Олег Николаевич",2344014365,"ст-ца Новопокровская , ул. Гагарина, 25 тел: 7-24-34; 8 (918)027-07-01","Новопокровский р-н, ст-ца Новопокровская , ул. Суворова, 190"," ""организация общественного питания""",
5516.,АК 061026 № рег. 2636,26.07.2012 - 25.07.2013,"ООО ""Руськулинария"", Юркин Игорь Николаевич",2349033964,"г. Славянск-на-Кубани, ул. Победы, 1 тел: 886146-2-30-37","г. Славянск-на-Кубани, ул. Красная, 10, 1-й этаж"," ""организация общественного питания""",
5517.,,,,,,"г. Славянск-на-Кубани, ул. Западная, 5"," ""организация общественного питания""",
5518.,АК 060362 № рег. 2278,03.07.2012 - 02.07.2013,"ООО ""Русьпродукт"", Юркин Игорь Николаевич",2349030410,"г. Славянск-на-Кубани, ул. Победы, 1 тел: 8(86146)2-30-37","г. Славянск-на-Кубани, ул. Гриня, 5"," ""организация розничной торговли""",
5519.,,,,,,"г. Славянск-на-Кубани, ул. Победы, 127"," ""организация розничной торговли""",
5520.,,,,,,"г. Славянск-на-Кубани, ул. Ленина, 91 а"," ""организация розничной торговли""",
5521.,,,,,,"г. Славянск-на-Кубани, ул. Красная, 47"," ""организация розничной торговли""",
5522.,,,,,,"г. Славянск-на-Кубани, ул. Красная, 47, помещ.3"," ""организация розничной торговли""",
5523.,,,,,,"г. Славянск-на-Кубани, ул. Школьная, 279"," ""организация розничной торговли""",
5524.,,,,,,"г. Славянск-на-Кубани, ул. Отдельская, 328/1"," ""организация розничной торговли""",
5525.,,,,,,"г. Славянск-на-Кубани, ул. Дружбы народов, 3"," ""организация розничной торговли""",
5526.,АК 057889 № рег. 3202,14.12.2011 - 13.12.2012,"ООО ""Ручеек"", Мугу Ю.А.",2312128994,"г. Краснодар, ул. 8 Марта, 55/2 тел: 8918-472-11-55; 8918-25-26-535","г. Краснодар, ул. 8 Марта, 55/2"," ""организация розничной торговли""",
5527.,АК 057404 № рег. 2713,20.09.2011 - 19.09.2012,"ООО ""Ручей"", Плохотнюк Роман Байзетович",2312179276,"г. Краснодар, ул. Ставропольская, 163/1 тел: 8-905-47-66-123","г. Краснодар, ул. Ставропольская, 163/1"," ""организация розничной торговли ""Солнышко""""",
5528.,АК 059421 № рег. 1335,24.04.2012 - 11.10.2012,"ООО ""Рыбзавод Поддубного"", Поддубный Артем Викторович",2361003483,"г. Ейск, ул. Красная, 74, корпус 5 тел: (8-861-32-704-53 )","Староминский р-н, ст-ца Староминская, ул. Железнодорожная, 39"," ""организация розничной торговли""",
5529.,,,,,,"Староминский р-н, ст-ца Староминская, ул. Железнодорожная, 39"," ""организация общественного питания""",
5530.,АК 059185 № рег. 1094,12.04.2012 - 11.04.2013,"ООО ""Рэльфина"", Долгачева  Ирина Викторовна",2315069313,"с. Мысхако, ул. Центральная, 5А тел: 8918-457-58-67","г. Новороссийск, ул. Волгоградская, район жилого дома № 36"," ""организация розничной торговли""",
5531.,,,,,,"г. Новороссийск, ул. Золотаревского, 2 А"," ""организация розничной торговли  ""Продукты""""",
5532.,АК 039844 № рег. 5745,21.09.2007 - 21.09.2008 (прол) 21.09.2008 - 21.09.2009 21.09.2009 - 21.09.2010 22.09.2010 - 21.09.2011 22.09.2011 - 21.09.2012,"ООО ""Рябинушка"", Шуварикова У.Н.",2349027583,"г. Славянск-на-Кубани, ул. Краснодарская, 330 А тел: 8(246) 4-13-38; 8918-445-87-02","г. Славянск-на-Кубани, ул. Краснодарская, 330 А"," ""магазин""",
5533.,АК 061134 № рег. 2748,25.07.2012 - 24.07.2013,"ООО ""Рябинушка"", Харченко Татьяна Ивановна",2301047648,"г. Анапа, пр. Пионерский, 76 тел: 8918-450-41-37","г. Анапа, пр. Пионерский, 76, литер Р, р"," ""организация общественного питания""",
5534.,АК 057463 № рег. 2772,29.09.2011 - 28.09.2012,"Рязанское сельпо, Цикина Л.М.",2303000821,"ст-ца Рязанская, ул. Красная, 38 тел: 71-1-41","Белореченский р-н, ст-ца Рязанская, ул. Победы, 98"," ""организация розничной торговли""",
5535.,,,,,,"Белореченский р-н, ст-ца Рязанская, ул. Красная, 32"," ""организация розничной торговли""",
5536.,,,,,,"Белореченский р-н, ст-ца Рязанская, ул. Первомайская, 157"," ""организация розничной торговли""",
5537.,АК 058886 № рег. 813,17.02.2012 - 16.02.2013,"ООО ""С лёгким паром"", Смирнова Роза Михайловна",2310114805,"г. Краснодар, ул. Коммунаров, 217 а тел: 235-29-84; 8905-476-35-57","г. Краснодар, пер. Константиновский, 37/2"," ""организация общественного питания""",
5538.,АК 059219 № рег. 1148,12.04.2012 - 11.04.2013,"ООО ""С.А.В.А.+"", Тюльпинова Людмила Николаевна",2344014076,"ст-ца Новопокровская , ул. Григорьева, б/н тел: 8918-027-07-01","Новопокровский р-н, ст-ца Новопокровская , ул. Григорьева, б/н"," ""организация общественного питания""",
5539.,АК 059107 № рег. 1035,21.03.2012 - 20.03.2013,"ООО ""С.А.М.И."", Саввиди М.А.",2337030599,"г. Крымск, ул. Шевченко, 12 Б тел: 4-29-63","г. Крымск, ул. Шевченко, 12 б"," ""организация розничной торговли""",
5540.,,,,,,"г. Крымск, ул. Д.Бедного, 8"," ""организация общественного питания""",
5541.,,,,,,"г. Крымск, ул. К.Либкнехта, 21"," ""организация общественного питания""",
5543.,АК 059883 № рег. 1803,30.05.2012 - 29.05.2013,"ООО ""САВАННА"", Куколова Олеся Борисовна",2304046667,"г. Геленджик, ул. Луначарского, 173 тел: 2-65-34","Геленджик г., с. Кабардинка, ул. Приморский бульвар, 1"," ""организация общественного питания""",
5544.,,,,,,"г. Геленджик, ул. Лермонтовский бульвар, б/н, (территория пляжного комплекса       ""Геленджик-2"")"," ""организация общественного питания""",
5545.,АК 051431 № рег. 181,11.02.2010 - 11.02.2015,"ООО ""САГ"", Серонян Г.Р.",2312111013,"г. Краснодар, ул. Старокубанская, 141 тел: 234-23-26","г. Краснодар, ул. Старокубанская, 141"," ""магазин""",
5547.,АК 060518 № рег. 2323,02.07.2012 - 01.07.2013,"ООО ""САГа"", Гнамм Светлана Александровна",2323025550,"г. Абинск, ул. Коммунистическая, 49 А тел: 8918-44-57-542","г. Абинск, ул. Коммунистическая, 49 А"," ""организация розничной торговли""",
5548.,АК 058950 № рег. 866,28.02.2012 - 27.02.2013,"ООО ""САДКО"", Сыроежко Александр Константинович",2304045448,"г. Геленджик, ул. Севастопольская, 54 тел: 5-13-76","г. Геленджик, ш. Сухумское, 3-й км"," ""организация розничной торговли""",
5549.,АК 057501 № рег. 2795,19.10.2011 - 18.10.2012,"ООО ""САЛКОМ"", Безнюк Елена Анатольевна",2336018239,"ст-ца Полтавская, ул. Интернациональная, 228 тел: 8-918- 11-00-228, (86165)41-999","Красноармейский р-н, ст-ца Полтавская, ул. Интернациональная, 228 а"," ""организация розничной торговли""",
5550.,АК 057157 № рег. 2482,09.08.2011 - 08.08.2012,"ООО фирма ""САН"", Савченко А.Н.",2341007497,"ст-ца Ленинградская, пер. Кооперативный, 2 тел: (886145)3-82-77","Ленинградский р-н, ст-ца Ленинградская, ул. Широкая, 72"," ""организация розничной торговли""",
5551.,,,,,,"Ленинградский р-н, ст-ца Ленинградская, пер. Базарный, 2 а"," ""организация общественного питания""",
5552.,,,,,,"Ленинградский р-н, ст-ца Ленинградская, пер. Базарный, 2 а"," ""организация розничной торговли""",
5553.,АК 060647 № рег. 2479,09.07.2012 - 08.07.2013,"ООО ""САНАТА"", Фомин Александр Владимирович",2315173804,"г. Новороссийск, пр. Дзержинского, 206, кв. 31 тел: 8918-44-56-926","г. Новороссийск, ул. Энгельса, 76"," ""организация общественного питания""",
5555.,АК 058901 № рег. 826,21.02.2012 - 20.02.2015,"ООО ""САПФИР-М"", Ковалев Иван Иванович",2309129726,"г. Краснодар, ул. Красная, 15/1 тел: 267-27-21; 8918-323-62-19","г. Краснодар, ул. Красная, 15/1"," ""организация общественного питания""",
5556.,АК 053684 № рег. 2827,19.10.2010 - 18.10.2011 (прол) 19.10.2011 - 18.10.2012,"ООО ""САТ Сервис"", Ахмадеев Александр Александрович",2336004282,"ст-ца Ивановская, ул. Донцова, 91 тел: 9-46-26;8(918)46-41-596","Красноармейский р-н, ст-ца Ивановская, ул. Донцова, 91"," ""организация розничной торговли""",
5557.,,,,,,"Красноармейский р-н, ст-ца Ивановская, ул. Комсомольская, 40/ а"," ""организация розничной торговли""",
5558.,АК 059830 № рег. 1745,31.05.2012 - 30.05.2016,"ООО ""САТУРН"", Северова Анна Джоржевна",2304045222,"г. Геленджик, ул. Островского, 27, кв. 91 тел: 5-79-87;8 (928) 417-85-09","г. Геленджик, ул. Островского, 133 д"," ""организация розничной торговли""",
5559.,АК 059553 № рег. 1479,06.05.2012 - 05.05.2013,"ООО "" САФАРИ"", Власенко А.А.",2313020714,"г. Кропоткин, ул. Комсомольская, 194 тел: 8(861)38-6-45-05; 8918-0-123-653","г. Кропоткин, ул. Комсомольская, 194"," ""организация общественного питания (бар, ресторан)""",
5560.,АК 060221 № рег. 2144,21.06.2012 - 20.06.2013,"ООО "" САХ"", Попандопуло Анастасия Николаевна",2304045286,"с. Кабардинка, ул. Пролетарская, 94 тел: 8-918-462-2567","Геленджик г., с. Кабардинка, ул. Пролетарская, 32"," ""организация розничной торговли""",
