"Реестр выданных лицензий, лицензий, действие которых приостановлено, и аннулированных лицензий на розничную продажу алкогольной продукции, а также зарегистрированных лицензий, выданных на территории иных муниципальных образований Иркутской области, по МО - ""город Тулун"" ",,,,,,,,,
по состоянию на 1августа 2012 года,,,,,,,,,
,,,,,,,,,
№ п/п ,"Наименование лицензиата, ИНН",Место государственной регистрации лицензиата,"Серия, номер бланка лицензии, 
номер, дата выдачи и 
срок действия лицензии
","Местонахождение территориально обособленных объектов, на которых осуществляется лицензируемый вид деятельности","Дата приостановления лицензии, на какой срок",Дата возобновления действия лицензии,Дата прекращения действия лицензии,Дата аннулирования лицензии,Место выдачи лицензии (в случае выдачи лицензии иными муниципальными образованиями)
42.,"ООО ""Алмаз Тулун""                  ИНН 3816012180",свидетельство серия 38 003240842 от 13.04.2011  МИФНС № 6 по Иркутской области,21-П А 174166 от 30.07.2012 взамен А 174162 № 17-Пр от 29.06.12 до 12.08.12 г. дата выдачи 29.06.12 вместо А 174159 № 14-Пр от 04.06.2012 до 12.08.12 г. дата внесения в реестр 04.06.12 г. взамен А 174155 от 28.04.2012 № 10-П до 12.08.2012г взамен лицензии:            А 174152 от 10.04.2012 № 7-П до 12.08.2012г взамен лицензии: А 174144 от 25.11.2011 № 22-П ,"1) отдел в магазине - город Тулун, ул. Циолковского,3-1; 2)Отдел в магазине - Тулунский район, село Котик, ул. Пушкина,27; 3)Отдел в магазине - Тулунский район, село Едогон, ул. Ленина,77; 4)Отдел в магазине - Тулунский район,село Бадар, ул. Братская,8; 5)Отдел в магазине - Тулунский район, пос. Евдокимовский, ул. Сосновая,9; 6) Отдел в магазине - Тулунский район, село Гадалей, ул. Ленина,21; 7) Отдел в магазине - Тулунский район, пос. 4-отд. ГСС, ул. Мичурина,16Б; 8) Отдел в магазине - Тулунский район, село Мугун, ул. Ленина,82; 9) Отдел в магазине - Тулунский район, пос. Ишидей, ул. Икейская,16, пом.1; 10) Магазин - Братский район, село Александровка, ул. Школьная,10; 11) Отдел в магазине - Куйтунский район, село Сулкет, ул. Трактовая,23; 12) Отдел в магазине - Тулунский район, д. Нижний Манут, ул. Набережная,23; 13) Отдел в магазине - Тулунский район, село Икей, ул. Пионерская,20; 14) Отдел в магазине - Куйтунский район, село Каразей, ул. Зеленая,2; 15) Отдел в магазине - город Тулун, ул. Ленина, 12А пом.1; 16) Отдел в магазине - город Тулун, ул. Элеваторная,13 литер Б",,,,,
43.,"ООО ""Крепость Юг""                  ИНН 3805712373",свидетельство серия 38 003348455 от 29.06.2011  МИФНС № 6 по Иркутской области,38 МЕ 006489 № 914 от 28.05.2012 г. до 27.03.13 г. внесена в Реестр 07.06.2012 г. взамен 38 МЕ 006395 № 822 от 05.09.2011г взамен 38 МЕ 006384 № 811 от 15.08.2011г до 22.03.2012г                Внесена в Реестр 15.09.2011г,"1. Отдел в магазине ""Кристина""- г. Тулун, ул. Советская,54А        2. Отдел в павильоне ""Водолей-2"" "" - г. Тулун, микро Угольщиков,45В литер А (реализация алкогольной продукции до 15%)  ",,,,,Выдана Администрацией города Братска
44.,"ООО ""Леста""                  ИНН 3816012599",свидетельство серия 38 003348455 от 29.06.2011  МИФНС № 6 по Иркутской области,А 174137 от 17.08.2011г. № 16 до 17.08.2016,"1. Отдел в магазине ""Аркадия-1""- г. Тулун, ул. Юбилейная,23 2. Отдел в магазине ""Аркадия-2"" - г. Тулун, ул. Войкова,20 3.Отдел в магазине ""Аркадия-3"" - г. Тулун, ул. Карбышева,95",,,,,
45.,"ООО ""Вита""                  ИНН 3805702590",свидетельство серия 38 001724779 от 15.09.2005  МИФНС № 6 по Иркутской области,38 МЕ 006394 от 01.09.2011г № 821  до 05.06.2012             Внесена в Реестр 08.09.2011г,"1. Отдел в магазине ""Добрый""- г. Тулун, ул. Ленина,57",,,,,Выдана Администрацией города Братска
46.,"ООО ""Мини-Маркет""                  ИНН 3816008810",свидетельство серия 38 002395990 от 17..10.2006  МИФНС № 6 по Иркутской области и УО БАО,А 174145 от 23.08.2011г. № 23 до 23.12.2012,"1. Магазин ""Мини-Маркет""-      г. Тулун, ул. Ленина,2-37",,,,,
47.,"ООО ""Гранд Плюс""                  ИНН 3816011147",свидетельство серия 38 003015620 от 12.01.2010  МИФНС № 6 по Иркутской области и УО БАО,А 174147 от 10.02.2012г. № 2 до 10.02.2013,"1. Кафе ""Мистер-Пицца""-       г. Тулун, ул. Советская,7",,,,,
48.,"ООО ""Гостиница Центральная""                  ИНН 3816008289",свидетельство серия 38 002395520 от 31.01.2006  МИФНС № 6 по Иркутской области и УО БАО,А 174151 от 10.04.2012г. № 6 до 10.04.2013,"1. Кафе -       г. Тулун, ул. Ленина,122 пом.8",,,,,
49.,"ООО ""Пульс""                  ИНН 3816008899",свидетельство серия 38 002395520 от 31.01.2006  МИФНС № 6 по Иркутской области и УО БАО,А 174153 от 17.04.2012г. № 8 до 17.04.2013,"1. Кафе-бар ""Импульс"" -       г. Тулун, ул. Гастелло,8",,,,,
50.,"ООО ""Ангара""                  ИНН 3816008360",свидетельство серия 38 002395662 от 06.03.2006  МИФНС № 6 по Иркутской области и УО БАО,А 174154 от 24.04.2012г. № 9 до 30.04.2013,"1. Магазин ""Ангара"" -                  г. Тулун, ул. Песочная,50А",,,,,
51,"ООО ""Амур""                  ИНН 3816013578",свидетельство серия 38 003380005 от 29.02.2012  МИФНС № 6 по Иркутской области ,А 174156 от 24.05.2012г. № 11 до 24.05.2013,"1. Магазин ""Амур"" -  г. Тулун, ул. Ленина, 30, пом. 40                                                      2. Магазин ""Амур-2"" - г. Тулун, ул. Зинченко, 11 а                                                      3. магазин ""Амур""- г. Тулун, ул. 1-я Заречная, 14 а, пом. 5",,,,,
52,ООО «Торговая фирма ЛИГА»                                 ИНН 3816003643,Свидетельство от 22.08.2002 Серия 38 № 000846854 МИМНС России № 6 по Иркутской области , А 174157 от 24.05.2012 № 12 до 24.05.2013 г.     Дата выдачи 24.05.12                        ,"1.Магазин «Сосновый Бор» город Тулун, ул. Солнечная,3А (Ограничено время продажи с 22.00 до 8.00 часов)",,,,,
53,ООО «Элтэк»                   ИНН 3849005766 ,Свидетельство от 19.10.2009 г.Серия 38 № 003025596 МИФНС России № 17 по Иркутской области,А 174160 № 15 от 21.06.2012 г. до 21.06.13 г. дата выдачи 21.06.12 г.,"1. Магазин вино-водочный - город Тулун, ул. Гидролизная,42                                                   2. Магазин «Лювиром» - город Тулун, микро-он Угольщиков, 7-60 (Ограничено время с 22.00 до 9.00 часов)                                                     3. кафе ""Замок"" = г. Тулун, ул. Гидролизная, 42",,,,,
54,ООО «Зенит»                     ИНН 3816005471,Свидетельство  от  19.05.2006г Серия 38 № 002395761МИФНС России № 6 по Иркутской области и УО БАО,20 А 174165 от 23.07.2012 по 23.07.2013,"Магазин ""Зенит""-2 - Тулунский район, село Шерагул, ул. Ленина,67; Магазин ""Зенит-3""-Тулунский район, ж/д поселок Шуба, ул. Центральная,43; Магазин ""Зенит-4"" - Тулунский район, село Азей, ул. Привокзальная,9-54; Магазин ""Зенит-1"" - город Тулун, ул. Карбышева,62; Магазин ""Николаевский"" - город Тулун, ул. 1-ая Заречная,16А; Магазин ""Зенит-5"" - город Тулун, пер. Железнодорожный,2А",,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
55,ООО «Маяк»                   ИНН 3816008458,Свидетельство от 19.10.2009 г.Серия 38 № 003025596 МИФНС России № 17 по Иркутской области,№ 19 А 174164 от 19.07.2012 по 19.07.2015,"1) Кафе ""Анна"" - город Тулун, ул. Труда,21",,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
