"Сводный реестр выданных, приостановленных и аннулированных лицензий на розничную торговлю алкогольной продукцией по состоянию на 28.09.2012",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
№ п/п,"Наименование организации, организационно-правовая форма",ИНН организации,КПП организации,Адрес места нахождения организации,Адрес электронной почты,Адрес осуществления вида деятельности ,КПП обособленного подразделения,Код субъекта РФ,Код субъекта по месту осуществления деятельности,Серия лицензии,Номер лицензии,Дата выдачи ,Дата окончания действия ,Дата приостановления действия ,Дата возобновления действия ,Дата прекращения действия ,Дата аннулирования,Статус лицензии,Дата изменения статуса,Руководитель организации,Телефон,Приказ Минэкономразвития,Срок окончания аренды
,"ООО ""Мария""",4101103923,410101001,"г. Петропавловск-Камчатский, ул. Тельмана, д.1 а, кв.3",,"г. Петропавловск-Камчатский, ул. Батарейная, д.2, павильон № 799",,41,41,к 007810,214-К,11/9/2011,6/2/2014,,,,,действующая,,,,,
,"ООО ""Мария""",4101103923,410101001,"г. Петропавловск-Камчатский, ул. Тельмана, д.1 а, кв.3",,"г. Петропавловск-Камчатский, кафе-шашлычная ""Березка""",,41,41,к 007810,214-К,11/9/2011,6/2/2014,,,,,действующая,,,,,
,"ООО ""Мария""",4101103923,410101001,"г. Петропавловск-Камчатский, ул. Тельмана, д.1 а, кв.3",,"г. Петропавловск-Камчатский, пр. Циолковского, д. 15, магазин ""Меридиан""",,41,41,к 007810,214-К,11/9/2011,6/2/2014,,,,,действующая,,,,,
,"ООО ""МАСТЕР СТРОЙ""",4102008599,410201001,"г. Вилючинск, ул. Нахимова, д.30, кв.21",,"г. Вилючинск, ул. Гусарова, д.47, кафе ""777""",,41,41,к 007797,25-В,10/26/2011,4/14/2016,,,,,действующая,,,,,
,"ООО ""МАСТЕР СТРОЙ""",4102008599,410201001,"г. Вилючинск, ул. Нахимова, д.30, кв.21",,"г. Вилючинск, ул. Нахимова, д.30, магазин ""777""",,41,41,,25-В,10/26/2011,4/14/2016,,,,,действующая,,,,,
,"ООО ""Махаон""",4101088249,410101001,"г. Петропавловск-Камчатский, ул. Ленинградская, д.27,",,"г. Петропавловск-Камчатский, ул. Ленинградская, д.27, Ресторан ""Петровский""",,41,41,к 006893,51-К ,11/25/2008,11/25/2013,,,,,действующая,,,,,
,"ООО ""МГНУТ""",4105005973,410501001,"Елизовский р-н, п. Пионерский,  ул. В.Бонивура, д.6, кв.48",,"Елизовский р-н, п. Нагорный, ул. Шоссейная, д.41, продовол м-н",,41,41,к 007964,116-Е,7/23/2012,2/10/2016,,,,,действующая,,,,,
,"ООО ""МЕГА""",4101105014,410101001,"г. Петропавловск-Камчатский, ул. Тушканова, д.35,",,"г. Петропавловск-Камчатский, ул. Лукашевского, д.5, кинобар ""Планета""",,41,41,к 007895,281-К,6/23/2012,6/23/2013,,,,,действующая,,,,,собственность
,"ООО ""Медведь""",4101122394,410101001,"г. Петропавловск-Камчатский, пр. Победы, д.29, кв.62",,"г. Петропавловск-Камчатский, пр. Победы, д.29, магазин ""Галерея вин""",,41,41,к 007532,164-К ,5/18/2011,9/19/2013,,,,,действующая,,,,,
,"ООО ""Медведь""",4101122394,410101001,"г. Петропавловск-Камчатский, пр. Победы, д.29, кв.62",,"г. Петропавловск-Камчатский, ул. Кроноцкая, д.12/1, магазин ""Галерея вин""",,41,41,к 007532,164-К ,5/18/2011,9/19/2013,,,,,действующая,,,,,
,"ООО ""Медведь""",4101122394,410101001,"г. Петропавловск-Камчатский, пр. Победы, д.29, кв.62",,"г. Петропавловск-Камчатский, ул. Океанская, д.54, магазин ""Галерея вин""",,41,41,к 007532,164-К ,5/18/2011,9/19/2013,,,,,действующая,,,,,
370,"ООО ""Медведь ЕР""",4105040417,410501001," г. Елизово, ул. Школьная, д. 1, корпус ""Б"", кв.55",,"г. Елизово, ул. Мурманская, д. 17",,41,41,к 007891,104-Е,4/18/2012,4/18/2017,,,,,действующая,,Короткова Марина Анатольевна,"8(914)6270144, Александр по доверенности",Приказ о выдаче от 16.04.2012 № 152,2/1/2018
372,"ООО ""Меридиан ДВ""",4101125194,410101001,"г. Петропавловск-Камчатский, пр. Рыбаков, д.36, кв.34",,"г. Петропавловск-Камчатский, ул. Капитана Беляева, д.11, магазин ""Телец"", до 15%",,41,41, к 006969,94-К,9/18/2009,9/18/2014,,,,,действующая,,,,,
,"ООО ""Меркурий""",4102008422,410201001,"г. Вилючинск, ул. Комсомольская, д.5, кв.1",,"г. Вилючинск, ул. Победы, д.9а, павильон ""Людмила""",,41,41,к 007658,19-В,7/15/2011,6/23/2016,,,,,действующая,,,,,
,"ООО ""Меркурий""",4102008422,410201001,"г. Вилючинск, ул. Комсомольская, д.5, кв.1",,"г. Вилючинск, ул. Кронштадтская, д.3а, павильон ""Людмила""",,41,41,к 007658,19-В,7/15/2011,6/23/2016,,,,,действующая,,,,,
,"ООО ""Меркурий""",4102008422,410201001,"г. Вилючинск, ул. Комсомольская, д.5, кв.1",,"г. Вилючинск, ул. Мира, д.13, пом. 20 магазин ""Морозко""",,41,41,к 007658,19-В,7/15/2011,6/23/2016,,,,,действующая,,,,,
,,,,,,"Елизовский р-н, район 5 стройки, кафе-шашлычная ""Метелица""",,41,41, к 007708,87-Е ,8/4/2011,8/4/2016,,,,,действующая,,,,,
,"ООО ""МИГ""",4101108907,410101001,"г. Петропавловск-Камчатский, ул. Мишенная, д.4,",,"г. Петропавловск-Камчатский, ул. Мишенная, д.4, магазин ""Глобус""",,41,41,к 007801,216-К,11/16/2011,11/16/2013,,,,,действующая,,,,,
381,"ООО ""Милла""",4101148427,410101001,"г. Петропавловск-Камчатский, ул. Кроноцкая, д. 12/2, кв. 55",,"г. Петропавловск-Камчатский, п-т Циолковского, д. 11А, магазин ""Милла""",,41,41,к 007908,269-К,5/30/2012,5/30/2017,,,,,действующая,,Шабанов Тасан Агамедович,8(4152)273627; 8(4152)468675,Приказ о выдаче от 28.05.2012 № 218,2/1/2061
,"ООО ""Милена""",4101109386,410101001,"г. Петропавловск-Камчатский, пр. Победы, д.81, кв.76",,"г. Петропавловск-Камчатский, ул. Индустриальная, д. 13, магазин ""Погребок""",,41,41,к 007977,301-К,8/11/2012,8/11/2013,,,,,действующая,,,,Приказ о выдаче от 07.08.2012 № 389,11/8/2016
,"ООО ""Мин""",4101108576,410101001,"г. Петропавловск-Камчатский, ул. Академика Курчатова, д.35, кв.68",,"г. Петропавловск-Камчатский, пр. Циолковского, д.40, магазин ""Север""",,41,41,к 007603,277-К ,6/28/2011,6/28/2013,,,,,действующая,,,,,
,"ООО ""Мирабель"" ",4109004667,410901001,"Усть-Камчатский р-н, пгт. Усть-Камчатск, ул. Ленина, д.99, кв.1",,"Усть-Камчатский р-н, п. Усть-Камчатск, ул. Горького, д.25, магазин ""Полет 1""",,41,41,к 007846,14-УК,4/26/2012,4/26/2015,,,,,действующая,,,8(909)8317343,Приказ о выдаче от 23.04.2012 № 161,
385,"ООО ""МИТАС""",4105032166,410501001,"Елизовский р-н, п. Сокоч, ул. Лесная, д.7, кв.1",,"Елизовский р-н, п. Сокоч, ул. Дорожная, в/в отдел павильона ""Анастасия",,41,41,к 006838,726-Е ,11/1/2007,11/1/2012,,,,,действующая,,,,,
,"ООО ""Молодежный Центр ""Он лайф""",4105026451,410501001,"г. Елизово, ул. Ленина, д.14,",,"г. Елизово, ул. Ленина, д.14, интернет-кафе ""On-life Камчатка""",,41,41, к 006837,28-Е ,12/16/2008,12/16/2013,,,,,действующая,,,,,
388,"ООО ""Морозко""
","4105035086  
",410501001,"г. Елизово, ул. Осипенко, д.22,",,"г. Елизово, ул. Виталия Кручины, д.23, павильон ""Продукты""",,41,41, к 006961,38-Е,5/15/2009,5/15/2014,,,,,действующая,,,,,
,"ООО ""Москвина""",4101105470,410101001,"г. Петропавловск-Камчатский, ул. Автомобилистов, д.7, кв.37",,"г. Петропавловск-Камчатский, пр. Победы, а/о 8 км. павильон ""Звезда""",,41,41,к 007446,174-К ,6/20/2011,7/7/2013,,,,,действующая,,,,,
,"ООО ""Мэй""",8201009255,820101001,"Олюторский р-н, с. Корф, ул. Советская, д.28а, кв.3",,"Олюторский р-н, с. Корф, ул. Советская, д.35, магазин ""Олимп""",,41,41, к 007762,8-Ол ,8/18/2011,8/18/2016,,,,,действующая,,,,,
,"ООО ""Мэй""",8201009255,820101001,"Олюторский р-н, с. Корф, ул. Советская, д.28а, кв.3",,"Олюторский р-н, с. Тиличики, Молодежная ул., д.19, магазин ""Велес""",,41,41, к 007762,8-Ол ,8/18/2011,8/18/2016,,,,,действующая,,,,,
,"ООО ""Надежда""",4106004725,410601001,"Мильковский р-н, с. Мильково, ул. Пушкина, д.11,",,"Мильковский р-н, с. Мильково, ул. Победы, д.13, ресторан ""Шансон""",,41,41, к 006972,3-М ,10/29/2009,10/29/2014,,,,,действующая,,,,,
,"ООО ""Надежда""",4105032960,410501001,"г. Елизово, ул. Омская, д.56,",,"г. Елизово, ул. Хирургическая, д.5, павильон ""Продукты""",,41,41,к 006922,29-Е ,12/26/2008,10/24/2013,,,,,действующая,,,,,
,"ООО ""Натали""",4101104349,410101001,"г. Петропавловск-Камчатский, ул. Кроноцкая, д.16,",,"г. Петропавловск-Камчатский, ул. Кроноцкая, д.16, в-в отд минимаркета ""Кристина""",,41,41,к 006921,59-К ,12/12/2008,12/12/2013,,,,,действующая,,,,,
401,"ООО ""НАШ""",4101129664,410101001,"г. Петропавловск-Камчатский, ул. Ключевская, д.17,",,"г. Петропавловск-Камчатский, ул. Ключевская, д.17, магазин ""НАШ""",,41,41,к 006984,96-К ,10/6/2009,10/6/2014,,,,,действующая,,,8(4152)471424,,
,"ООО ""Наш хлеб""",4101031281,410101001,"г. Петропавловск-Камчатский, ул. Топоркова, д.43,",,"г. Петропавловск-Камчатский, ул. Ключевская, д.56, в/в отдел магазина ""Булочная""",,41,41,к 007929,111-Е,6/15/2012,5/5/2014,,,,,действующая,,,,,
,"ООО ""Наш хлеб""",4101031281,410101001,"г. Петропавловск-Камчатский, ул. Топоркова, д.43,",,"г. Петропавловск-Камчатский, пр. 50 лет Октября, д.16, магазин ""Воланд""",,41,41,к 007929,111-Е,6/15/2012,5/5/2014,,,,,действующая,,,,,
,,,,,,"Елизовский район 19 (23) км автодороги Морпорт-аэропорт,магазин ""Тонар""",,41,41,к 008051,315-К,9/20/2012,5/5/2014,,,,,действующая,,Сангалов Александр Михайлович,,Приказ Минэкономразвития от 17.09.2012 № 480,4/1/2015
,,,,,,"г. Петропавловск-Камчатский, ул. Ключевская, д.56, в/в отдел магазина ""Булочная""",,41,41,,,,,,,,,,,,,,
,"ООО ""Небо""",4105032857,410501001,"г. Елизово, ул. Ленина, д.6,",,"г. Елизово, ул. Ленина, д.6, бар в Центре досуга",,41,41, к 007258,8-Е ,5/23/2008,12/28/2012,,,,,действующая,,,,,
,"ООО ""Небо""",4105032857,410501001,"г. Елизово, ул. Ленина, д.6,",,"г. Елизово, ул. Ленина, д.6, ресторан в Центре досуга",,41,41, к 007258,8-Е ,5/23/2008,12/28/2012,,,,,действующая,,,,,
,"ООО ""Нева""",4101104010,410101001,"г. Петропавловск-Камчатский, пр. Циолковского, д.38, кв.30",,"г. Петропавловск-Камчатский, ул. Горького, д.6, магазин ""Нева""",,41,41, к 007623,347-К,7/20/2011,7/20/2013,,,,,действующая,,,,,
,"ООО ""НЕОЛИТ""",4101107879,410101001,"г. Петропавловск-Камчатский, ул. Комсомольская, д.6, кв.21",,"г. Петропавловск-Камчатский, ул. Сахалинская., д.19, магазин ""Тройка""",,41,41,к 007654,185-К ,7/14/2011,7/14/2016,,,,,действующая,,,,,
407,"ООО ""Ника""",8203010150,820301001,"Карагинский р-н, п. Оссора, ул. Советская, д. 70",,"Карагинский р-н, п. Оссора, ул. Советская, д. 68, магазин ""Агат""",,41,41,к 007851,7-КР,12/21/2011,12/21/2016,,,,,действующая,,,"8(41545)41887, 8(914)0228718",Приказ о выдаче от 21.12.2011 № 420,
,"ООО ""Ника""",4101119345,410101001,"г. Петропавловск-Камчатский, ул. Кроноцкая, д. 12/1, кв. 7",,"г. Петропавловск-Камчатский, ул. Кроноцкая, д.16, павильон ""Анжелика""",,41,41,к 007798,211-К,11/1/2011,7/18/2013,,,,,действующая,,,,,
,"ООО ""Никита""",4105029580,410501001,"г. Елизово, ул. Рябикова, д.51, кв.51",,"Елизовский р-н, СОТ ""Строитель"", павильон ""Продукты""",,41,41, к 007713,727-Е ,7/21/2011,7/21/2014,,,,,действующая,,,,,
,"ООО ""Никита""",4105029580,410501001,"г. Елизово, ул. Рябикова, д.51, кв.51",,"Елизовский р-н, СОТ ""Геолог"", павильон ""Продукты""",,41,41, к 007713,727-Е ,7/21/2011,7/21/2014,,,,,действующая,,,,,
,"ООО ""Никита""",4105029580,410501001,"г. Елизово, ул. Рябикова, д.51, кв.51",,"г. Елизово, ул. Ленина, д.45, павильон ""Продукты"", до 15% объема гот. продукции",,41,41,"Приложение № 1 к лицензии к 007713, 727-Е",727-Е ,7/21/2011,7/21/2014,,,,,действующая,,,,,
,"ООО ""Николаевка""",4105030384,410501001,"Елизовский р-н, п. Николаевка, ул. Советская, д.26,",,"Елизовский р-н, п. Николаевка, ул. Советская, д.26-28, павильон ""Николаевка""",,41,41, к 007631,646-Е ,7/4/2011,7/4/2014,,,,,действующая,,,,,
412,"ООО ""Ной""",4101148890,410101001,г.Петропавловск-Камчатский ул.Чубарова д.4 кв.8,ooo.noy1@mail.ru,"г.Петропавловск-Камчатский ул.Дзержинского д.4 магазин ""Виноводочный""",,41,41,к 008024,306-К,8/28/2012,8/28/2017,,,,,действующая,,Хачатрян М.,8(909)8350691,Приказ о выдаче от 27.08.2012 № 435,1/26/2017
415,"ООО ""НьюЛайн""",4101140690,410101001,"г. Петропавловск-Камчатский, ул. Курильская, д.32,",,"г. Петропавловск-Камчатский, ул. Курильская, д.32, вино-вод. отд. в м-не ""Юкидим""",,41,41,к 007463,146-К ,2/11/2011,2/11/2014,,,,,действующая,,,8(4152)449969,,
,"ООО ""Оазис""",4101107854,410101001,"г. Петропавловск-Камчатский, ул. Зеленая Роща, д.4, кв.6",,"г. Петропавловск-Камчатский, ул. Строительная, д.2, павильон ""Удача""",,41,41,к 007617,295-К ,6/30/2011,6/30/2014,,,,,действующая,,,,,
421,"ООО ""Озеро""",4101136333,410101001,"г. Петропавловск-Камчатский, ул. Вилюйская,, д.115, кв.2",,"г. Елизово, ул. Садовое кольцо , д.1, магазин ""Озеро""",,41,41,к 007472,150-К ,3/21/2011,3/21/2013,,,,,действующая,,,,,
425,"ООО ""Олимп""",4101136608,410101001,"г.Елизово, ул.Магистральная д.8Б",lenochka@iks.ru,"г.Елизово ул.Магистральная 8Б, кафе-шашлычная ""Авача""",,41,41,к 008050,129-Е,9/14/2012,9/14/2013,,,,,действующая,,Гахрамонов И.Г.,8-924-782-16-16,Приказ о выдаче от,6/28/2022
426,"ООО ""Олта""",4101019894,410101001,"г. Петропавловск-Камчатский, ул. Владивостокская, д.17,",,"г. Петропавловск-Камчатский, ул. Лукашевского, д.5, кафе ""Планета-Пицца""",,41,41,к 007271,32-К ,6/20/2008,6/20/2013,,,,,действующая,,,"8(4152)230368, 8(4152)233034",,
,"ООО ""Олта""",4101019894,410101001,"г. Петропавловск-Камчатский, ул. Владивостокская, д.17,",,"г. Петропавловск-Камчатский, ул. Лукашевского, д.5, кафе ""Планета-Блинная""",,41,41,к 007271,32-К ,6/20/2008,6/20/2013,,,,,действующая,,,,,
427,"ООО ""Ольга""",4102009673,410201001,"г. Вилючинск, ул. Гусарова, д.47/6, кв.11",,"г. Вилючинск, ул. Гусарова, д.47/6, кв.11, бар ""Эфа""",,41,41,к 007315,8-В,7/31/2009,7/31/2014,,,,,действующая,,, 8(962)2806023,,
,"ООО ""Ориент-Экспресс""",4100007222,410101001,"г. Петропавловск-Камчатский, пр. 50 лет Октября, д.1/2,",,"г. Петропавловск-Камчатский, ул. Вулканная, д.21А, магазин ""Ориент-Экспресс""",,41,41,к 006405,45-К ,6/2/2006,4/1/2013,,,,,действующая,,,,,
,"ООО ""Орион""",4101109403,410101001,"г. Петропавловск-Камчатский, ул. Океанская, д.102, кв.19",,"г. Петропавловск-Камчатский, Петропавловское ш, а/о ""Госпиталь"", в/в отдел павильона № 15 ""Продукты""",,41,41,к 007677,341-К ,7/14/2011,7/14/2016,,,,,действующая,,,,,
,"ООО ""Орлан"" ",4108000589,410801001,"Усть-Большерецкий р-н, пгт. Октябрьский, ул. Пушкинская, д.15,",,"Усть-Большерецкий р-н, пгт. Октябрьский, ул. Пушкинская, д.15, магазин № 1, до 15% объема готовой продукции",,41,41,"Приложение № 1 к лицензии к 007693, 8-УБ",8-УБ,7/14/2011,7/14/2016,,,,,действующая,,,,,
,"ООО ""Орлан"" ",4108000589,410801001,"Усть-Большерецкий р-н, пгт. Октябрьский, ул. Пушкинская, д.15,",,"Усть-Большерецкий р-н, пгт. Октябрьский, ул. Пушкинская, д.15, магазин № 3",,41,41,к 007900,11-УБ,2/15/2012,7/14/2016,,,,,действующая,,,,,
,,,,,,"Усть-Большерецкий р-н, пгт. Октябрьский, ул. Пушкинская, д.63, магазин № 2",,41,41,к 008021,17-УБ,9/5/2012,7/14/2016,,,,,действующая,,,,Приказ о переоформлении от 03.09.2012 № 449,
,,,,,,"Усть-Большерецкий р-н, пгт. Октябрьский, ул. Пушкинская, д.15, магазин № 3",,41,41,,,,,,,,,,,,,,
,,,,,,"Усть-Большерецкий р-н, пгт. Октябрьский, ул. Пушкинская, д.15, бар ""Магия""",,41,41,,,,,,,,,,,,,,
,"ООО ""Островок""",4101108093,410101001,"г. Петропавловск-Камчатский, ул. Академика Королева, д.21,",,"г. Петропавловск-Камчатский, ул. Академика Королева, д.21, магазин ""Островок""",,41,41,к 007652,361-К ,7/28/2011,7/28/2014,,,,,действующая,,,,,
434,"ООО ""Паллада""",4102010421,410201001,"г. Вилючинск, ул. Крашенинникова, д. 28, кв. 19",brigantina-vil@yandex.ru,"г. Вилючинск, ул. Крашенинникова, д. 20, магазин ""Бригантина""",,41,41,к 007961,30-В,7/13/2012,7/13/2017,,,,,действующая,,Тимченко Лариса Владиславовна,8(41535)23520,Приказ о выдаче лицензии от 12.07.2012 № 321,3/16/2012
,"ООО ""Пальма""",4101107861,410101001,"г. Петропавловск-Камчатский, Петропавловское ш, д.33,",,"г. Петропавловск-Камчатский, ул. Рябиковская, д.35б, в/водочный отдел м-на ""Еврика""",,41,41,к 007540,484-К ,6/9/2011,6/9/2016,,,,,действующая,,,,,
,"ООО ""Пальма""",4101107861,410101001,"г. Петропавловск-Камчатский, Петропавловское ш, д.33,",,"г. Петропавловск-Камчатский, Петропавловское ш, д.33, в/водочный отдел магазина ""Пальма""",,41,41,к 007540,484-К ,6/9/2011,6/9/2016,,,,,действующая,,,,,
,"ООО ""Пальма""",4101107861,410101001,"г. Петропавловск-Камчатский, Петропавловское ш, д.33,",,"г. Петропавловск-Камчатский, пр. Победы, д.8/3, павильон ""Золушка""",,41,41,к 007540,484-К ,6/9/2011,6/9/2016,,,,,действующая,,,,,
,"ООО ""Панин""",4101112935,410101001,"г. Петропавловск-Камчатский, ул. Атласова, 27, кв. 3",,"г. Петропавловск-Камчатский, ул. Партизанская, д.30, магазин ""Голвер""",,41,41,к 007888,263-К,4/13/2012,4/13/2013,,,,,действующая,,,8(4152)485811,Приказ о выдаче от 11.04.2012 № 138,5/31/2013
,"ООО ""Парамушир Тур""",4104002793,410401001,"Быстринский р-н, с. Эссо, ул. 40 лет Победы, д.11,",,"Быстринский р-н, с. Эссо, ул. 40 лет Победы, д.11, ресторан ""ПарамуширТур""",,41,41,к 007804,6-Б,12/22/2011,12/22/2013,,,,,действующая,,,8(909)8380401,,
440,"ООО ""Патипа-Клаб""",4101145698,410101001,"г. Петропавловск-Камчатский, пр. Победы, 2",,"г. Петропавловск-Камчатский, пр. Победы, 2, кафе-клуб ""ИКRА""",,41,41,к 007861,231-К,12/19/2011,12/19/2012,,,,,действующая,,,8(4152)258555,Приказ о выдаче от 19.12.11 №413,11/10/2014
443,"ООО ""Перекресток""",4101130797,410101001,"г. Петропавловск-Камчатский, ул. Автомобилистов, д.1,",,"г. Петропавловск-Камчатский, ул. Автомобилистов, д.1, павильон ""Перекресток""",,41,41,к 006982,97-К ,10/28/2009,10/28/2014,,,,,действующая,,,8(4152)263051,,
,"ООО ""Пограничное""",4101107773,410101001,"г. Петропавловск-Камчатский, ул. Пограничная, д.26,",,"г. Петропавловск-Камчатский, ул. Пограничная, д.26, в/в отдел магазина ""Пограничный""",,41,41,к 007635,297-К ,6/30/2011,6/30/2014,,,,,действующая,,,,,
,"ООО ""Поток - плюс""",4101092164,410101001,"г. Петропавловск-Камчатский, ул. Советская, д.40, кв.18",,"г. Петропавловск-Камчатский, ул. Советская, д.40, магазин ""Дары природы""",,41,41,к 007782,207-К ,10/10/2011,10/10/2013,,,,,действующая,,,,Приказ о продлении от 27.09.2012 №501 ,8/22/2016
448,"ООО ""Премиум""",4101136608,410101001,"г. Петропавловск-Камчатский, пр. 50 лет Октября, д. 16/1",,"г. Петропавловск-Камчатский, пр. 50 лет Октября, д. 16/1, ресторан ""Да Винчи""",,41,41,к 007911,259-К,4/6/2012,4/6/2017,,,,,действующая,,Халайчева Елена Николаевна,8(4152)230428,Приказ о выдаче от 06.04.2012 № 127,2/16/2017
,"ООО ""Пристань""",4101103610,410101001,"г. Петропавловск-Камчатский, ул. Космонавтов, д.3, кв.29",,"г. Петропавловск-Камчатский, ул. Красная Сопка, д.46, магазин ""Маяк""",,41,41,к 007505,68-К ,6/16/2011,6/16/2014,,,,,действующая,,,,,
454,"ООО ""Пробочка""",4101133082,410101001,"г. Петропавловск-Камчатский, ул. Тушканова, д.3,",,"г. Петропавловск-Камчатский, ул. Тушканова, д.3, магазин ""Пробочка""",,41,41,к 006974,101-К ,11/13/2009,11/13/2014,,,,,действующая,,,"8(4152)411011, 8(4152)411012",,
,"ООО ""Продмаг""",4105029452,410501001,"г. Елизово, ул. Беринга, д.6, кв.6",,"г. Елизово, ул. Беринга, д.6, магазин ""Продукты""",,41,41, к 007556,630-Е,6/16/2011,6/16/2016,,,,,действующая,,,,,
,"ООО ""Псарь Плюс""",4101108304,410101001,"г. Петропавловск-Камчатский, ул. Владивостокская, д.45, 683024",,"г. Петропавловск-Камчатский, ул. Владивостокская, д.45, магазин ""Продукты""",,41,41,к 007940,287-К,7/7/2012,7/7/2017,,,,,действующая,,,,Приказ о выдаче лицензии от 03.07.2012 № 305,Собственность 
,"ООО ""Пятерочка",4101102990,410101001,"г. Петропавловск-Камчатский, ул. Автомобилистов, д.53/1,",,"г. Петропавловск-Камчатский, ул. Автомобилистов, д.53/1, магазин ""24 часа""",,41,41,к 007780,205-К ,10/4/2011,10/4/2012,,,,,действующая,,,,,
462,"ООО ""Радуга"" ",8202015967,820101001,"Тигильский р-н, с. Тигиль, ул. Соболева, д.1, кв.4",,"Тигильский р-н, с. Тигиль, ул. Соболева, д.1, кв.4, в/в отдел магазина ""Радуга""",,41,41, к 007426,9-Т,11/15/2010,11/15/2015,,,,,действующая,,, 8(41537)21023,,
,,,,,,"Камчатский край, Усть-Большерецкий р-н, пгт. Озерновский, ул. Рабочая, д.11, магазин ""Радуга""",,41,41,к 008011,16-УБ,8/21/2012,7/20/2016,,,,,действующая,,Пахомова Галина Михайловна,,Приказ о переоформлении лицензии от 20.08.2012 № 418,5/31/2017
,,,,,,"Камчатский край, г. Петропавловск-Камчатский, пр. 50 лет Октября, д. 9/4, магазин ""Родник""",,41,41,,,,,,,,,,,,,,
,"ООО ""Радужная Фортуна""",4101119320,410101001,"г. Петропавловск-Камчатский, ул. Звездная, д. 25/1, кв. 26",,"г. Петропавловск-Камчатский, пр. 50 лет Октября, д.9/5, магазин ""Причал""",,41,41,к 007831,217-К,11/17/2011,12/14/2012,,,,,действующая,,,,Приказ о выдачи от 17.11.2011 № 376,
,"ООО ""Разгуляй""",4109004650,410901001,"Усть-Камчатский р-н, пгт. Усть-Камчатск, ул. Ленина, д.9",,,,41,41, к 006669,136У-К,10/20/2006,10/20/2011,2/7/2009,3/5/2009,,,,,,,,
,"ООО ""Разгуляй""",4109004650,410901001,"Усть-Камчатский р-н, пгт. Усть-Камчатск, ул. Ленина, д.9",,"Усть-Камчатский р-н, п. Усть-Камчатск, ул. Ленина, д.9, кафе - бар ""Разгуляй""",,41,41,к 007902,13-УК,2/17/2012,2/17/2013,,,,,действующая,,,,,
472,"ООО ""Регион""",4107002311,410701001,"Соболевский район,     с. Устьевое, ул. Октябрьская, д. 11, кв. 2",,"Соболевский район, с. Устьевое, ул. Октябрьская, д. 11, пом.. 2",,41,41,к 007960,9 - С,7/6/2012,7/6/2014,,,,,действующая,, Пашаева Ирана Алигусейн кызы,,Приказ о выдаче лицензии от   03.07.2012 № 306 ,1/16/2027
,"ООО ""РегионСтройСервис""",4105029170,410501001,"г. Елизово, ул. Ангарская, д.2 б, кв.2",,"г. Елизово, ул. Попова, д.24, магазин ""Продукты""",,41,41,к 007616,640-Е ,6/30/2011,6/30/2016,,,,,действующая,,,,,
,"ООО ""РегионСтройСервис""",4105029170,410501001,"г. Елизово, ул. Ангарская, д.2 б, кв.2",,"г. Елизово, ул. Связи, д.1в, магазин ""Продукты""",,41,41,к 007616,640-Е ,6/30/2011,6/30/2016,,,,,действующая,,,,,
,"ООО ""Респект""",4101104701,410101001,"г. Петропавловск-Камчатский, ул. Дальняя, д.28,",,"г. Петропавловск-Камчатский, ул. Дальняя, д.28,  маг-н ""Продукты""",,41,41,к 007860,229-К,12/14/2011,12/14/2015,,,,,действующая,,,,Приказ о выдаче от 14.12.2011 № 405,
,"ООО ""Респект""",4101104701,410101001,"г. Петропавловск-Камчатский, ул. Дальняя, д.28,",,"г. Петропавловск-Камчатский, ул. Пограничная, д.16, магазин № 16",,41,41,к 007860,229-К,12/14/2011,12/14/2015,,,,,действующая,,,,,
477,"ООО ""РЕСТОР""",4101132900,410101001,"г. Петропавловск-Камчатский, ул. Ларина, д.17, кв.135",,"г. Петропавловск-Камчатский, пр. 50 лет Октября, д.16, бар кафе"" Лайт""",,41,41,к 007398,137-К ,11/2/2010,11/2/2012,,,,,действующая,,Крупенич Константин Михайлович,"8(4152)300056 8(41531)73445, 8(924)7813800 Юрист Вишняков Д.А. 8(914)0201339 Игорь Александрович",,
,"ООО ""РЕСТОР""",4101132900,410101001,"г. Петропавловск-Камчатский, ул. Ларина, д.17, кв.135",,"г. Петропавловск-Камчатский, пр. 50 лет Октября, д.16, кафе ""THE PROSPECT""",,41,41,к 007398,137-К ,11/2/2010,11/2/2012,,,,,действующая,,,,,
,"ООО ""РЕСТОР""",4101132900,410101001,"г. Петропавловск-Камчатский, ул. Ларина, д.17, кв.135",,"г. Петропавловск-Камчатский, пр. 50 лет Октября, д.16, в/вод. отдел магазине ""Академия вкуса""",,41,41,к 007398,137-К ,11/2/2010,11/2/2012,,,,,действующая,,,,,
,"ООО ""Ретро""",4101110381,410101001,"г. Петропавловск-Камчатский, пр. 50 лет Октября, д.15,",,"г. Петропавловск-Камчатский, пр. 50 лет Октября, д.15, магазин ""Ретро""",,41,41,к 007679,60-К ,7/17/2011,7/17/2016,,,,,действующая,,,,,
,"ООО ""Ретро""",4101110381,410101001,"г. Петропавловск-Камчатский, пр. 50 лет Октября, д.15,",,"г. Петропавловск-Камчатский, ул. Ленинская, д.10, магазин ""Золотой ключик""",,41,41,к 007679,60-К ,7/17/2011,7/17/2016,,,,,действующая,,,,,
