"Сводный реестр выданных, приостановленных и аннулированных лицензий на розничную торговлю алкогольной продукцией
за период с 01.09.2012 г.  по 01.10.2012 г.",,,,,,,,,,,,,,,,,,,,,,
"
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,
,,,,,,,,,,,,,области,,,,,,,,,
121,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А,,"Отдел в магазине ""Ко-
лорит"" г.Благовещенск
 ул. 50 лет Октября 199",,28,28, розничная продажа алкогольной продукции,,МЕ 004537,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",24.09.2012,28.12.2015,,,,,,,
122,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А,,"Отдел в магазине
г.Благовещенск  ул.
Василенко 7",,28,28, розничная продажа алкогольной продукции,,МЕ 004537,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",24.09.2012,28.12.2015,,,,,,,
123,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А,,"Магазин ""Березка""
г.Благовещенск с. В.
Благовещенск ул. Ле-
нина 21/1",,28,28, розничная продажа алкогольной продукции,,МЕ 004537,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",24.09.2012,28.12.2015,,,,,,,
124,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А,,"Отдел в магазине ""Фе-
мина"" г.Благовещенск 
ул. Красноармейская
159/5",,28,28, розничная продажа алкогольной продукции,,МЕ 004537,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",24.09.2012,28.12.2015,,,,,,,
125,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А, ,"Отдел в магазине
""Скарабей"" г.Благове-
щенск  ул. Павленко
66", ,28,28, розничная продажа алкогольной продукции,,МЕ 004537," 
Министерство внешнеэкономических связей,",24.09.2012,28.12.2015,,,,, , ,
№ п/п,"Наименование организации, организационно-правовая форма",ИНН организации,КПП организации,Место нахождения организации,Адрес электронной почты,Адрес осуществления лицензируемого вида деятельности обособленным подразделением организации,КПП обособленного подразделения организации,Код субъекта РФ по месту нахождения организации,Код субъекта РФ по месту осуществления лицензируемого вида деятельности обособленным подразделение организации,Вид лицензируемой деятельности,Вид продукции,Номер лицензии,Наименование лицензирующего органа выдавшего лицензию,Дата выдачи лицензии,Дата окончания действия лицензии,Дата приостановления действия лицензии,Дата возобнавления действия лицензии,Дата прекращения действия лицензии,Дата аннулирования лицензии,Статус лицензии,Дата изменения статуса,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,
,,,,,,,,,,,,,туризма и предпринимательства  Амурской области,,,,,,,,,
126,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А,,"Отдел в магазине
г.Благовещенск  ул.
Ленина 9 л. А",,28,28, розничная продажа алкогольной продукции,,МЕ 004537,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",24.09.2012,28.12.2015,,,,,,,
127,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А,,"Магазин г.Благове-
щенск  ул. Ленина 237",,28,28, розничная продажа алкогольной продукции,,МЕ 004537,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",24.09.2012,28.12.2015,,,,,,,
128,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А,,"Магазин ""Эдельвейс""
г.Благовещенск с. Бе-
логорье ул. Заводская,
д. 8 пом 0001",,28,28, розничная продажа алкогольной продукции,,МЕ 004537,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",24.09.2012,28.12.2015,,,,,,,
129,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А,,"Отдел в магазине
""Семь дней"" г.Бело-
горск  ул. Авиацион-
ная 14",,28,28, розничная продажа алкогольной продукции,,МЕ 004537,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",24.09.2012,28.12.2015,,,,,,,
130,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская, ,"Магазин г.Белогорск 
ул. 9 мая 210 А", ,28,28, розничная продажа,,МЕ 004537," 
Министерст",24.09.2012,28.12.2015,,,,, , ,
№ п/п,"Наименование организации, организационно-правовая форма",ИНН организации,КПП организации,Место нахождения организации,Адрес электронной почты,Адрес осуществления лицензируемого вида деятельности обособленным подразделением организации,КПП обособленного подразделения организации,Код субъекта РФ по месту нахождения организации,Код субъекта РФ по месту осуществления лицензируемого вида деятельности обособленным подразделение организации,Вид лицензируемой деятельности,Вид продукции,Номер лицензии,Наименование лицензирующего органа выдавшего лицензию,Дата выдачи лицензии,Дата окончания действия лицензии,Дата приостановления действия лицензии,Дата возобнавления действия лицензии,Дата прекращения действия лицензии,Дата аннулирования лицензии,Статус лицензии,Дата изменения статуса,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,
,,,,г.Благовещенск  ул. Гражданская 121 л. А,,,,,,алкогольной продукции,,,"во внешнеэкономических связей, туризма и предпринимательства  Амурской области",,,,,,,,,
131,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А,,"Отдел в магазине
""Продукты"" г.Бело-
горск  ул. 9 мая 206",,28,28, розничная продажа алкогольной продукции,,МЕ 004537,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",24.09.2012,28.12.2015,,,,,,,
132,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А,,"Отдел в магазине
""Мисс-10"" г.Белогорск 
ул. 9 мая 221",,28,28, розничная продажа алкогольной продукции,,МЕ 004537,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",24.09.2012,28.12.2015,,,,,,,
133,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А,,"Отдел в магазине ""Да-
урия"" г.Белогорск  ул.
Чехова 13",,28,28, розничная продажа алкогольной продукции,,МЕ 004537,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",24.09.2012,28.12.2015,,,,,,,
134,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А, ,"Магазин ""Восток"" Та-
мбовский район с. Та-
мбовка ул. Трудовая
38 А", ,28,28, розничная продажа алкогольной продукции,,МЕ 004537," 
Министерство внешнеэкономических связей, туризма и предпринимательства ",24.09.2012,28.12.2015,,,,, , ,
№ п/п,"Наименование организации, организационно-правовая форма",ИНН организации,КПП организации,Место нахождения организации,Адрес электронной почты,Адрес осуществления лицензируемого вида деятельности обособленным подразделением организации,КПП обособленного подразделения организации,Код субъекта РФ по месту нахождения организации,Код субъекта РФ по месту осуществления лицензируемого вида деятельности обособленным подразделение организации,Вид лицензируемой деятельности,Вид продукции,Номер лицензии,Наименование лицензирующего органа выдавшего лицензию,Дата выдачи лицензии,Дата окончания действия лицензии,Дата приостановления действия лицензии,Дата возобнавления действия лицензии,Дата прекращения действия лицензии,Дата аннулирования лицензии,Статус лицензии,Дата изменения статуса,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,
,,,,,,,,,,,,,Амурской области,,,,,,,,,
135,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А,,"Магазин ""Скорпион""
Тамбовский район с.
Тамбовка ул. 50 лет
Октября 24 А",,28,28, розничная продажа алкогольной продукции,,МЕ 004537,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",24.09.2012,28.12.2015,,,,,,,
136,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А,,"Магазин ""Юлия"" Там-
бовский район с. Раз-
дольное ул. 50 лет Ок-
тября 6",,28,28, розничная продажа алкогольной продукции,,МЕ 004537,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",24.09.2012,28.12.2015,,,,,,,
137,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А,,"Отдел в магазине Там-
бовский район с. Но-
воалександровка ул.
Советская 11 а",,28,28, розничная продажа алкогольной продукции,,МЕ 004537,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",24.09.2012,28.12.2015,,,,,,,
138,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А,,"Магазин ""Радуга"" Та-
мбовский район с. Ле-
рмонтовка ул. Воро-
нежская 40",,28,28, розничная продажа алкогольной продукции,,МЕ 004537,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",24.09.2012,28.12.2015,,,,,,,
139,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А, ,"Магазин ""Причал"" Та-
мбовский район с. Са-
довое ул. Калинина 6", ,28,28, розничная продажа алкогольной продукц,,МЕ 004537," 
Министерство внешнеэкономических",24.09.2012,28.12.2015,,,,, , ,
№ п/п,"Наименование организации, организационно-правовая форма",ИНН организации,КПП организации,Место нахождения организации,Адрес электронной почты,Адрес осуществления лицензируемого вида деятельности обособленным подразделением организации,КПП обособленного подразделения организации,Код субъекта РФ по месту нахождения организации,Код субъекта РФ по месту осуществления лицензируемого вида деятельности обособленным подразделение организации,Вид лицензируемой деятельности,Вид продукции,Номер лицензии,Наименование лицензирующего органа выдавшего лицензию,Дата выдачи лицензии,Дата окончания действия лицензии,Дата приостановления действия лицензии,Дата возобнавления действия лицензии,Дата прекращения действия лицензии,Дата аннулирования лицензии,Статус лицензии,Дата изменения статуса,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,
,,,,,,,,,,ии,,,"связей, туризма и предпринимательства  Амурской области",,,,,,,,,
140,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А,,"Магазин ""Саша"" Там-
бовский район с. Там-
бовка ул. Ленинская
159",,28,28, розничная продажа алкогольной продукции,,МЕ 004537,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",24.09.2012,28.12.2015,,,,,,,
141,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А,,"Магазин ""Альянс"" Та-
мбовский район с. Но-
воалександровка ул. 50
лет Октября 4 А",,28,28, розничная продажа алкогольной продукции,,МЕ 004537,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",24.09.2012,28.12.2015,,,,,,,
142,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А,,"Отдел в магазине ""Фе-
я"" Тамбовский район
с. Тамбовка ул. Трудо-
вая 49",,28,28, розничная продажа алкогольной продукции,,МЕ 004537,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",24.09.2012,28.12.2015,,,,,,,
143,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А,,"Магазин ""Мираж"" Та-
мбовский район с.
Придорожное ул.
Школьная 2",,28,28, розничная продажа алкогольной продукции,,МЕ 004537,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",24.09.2012,28.12.2015,,,,,,,
144,"ООО ""Баспер",280111,280101,675000, ,"Магазин ""Бригантина""", ,28,28, розничн,,МЕ, ,24.09.2012,28.12.2015,,,,, , ,
№ п/п,"Наименование организации, организационно-правовая форма",ИНН организации,КПП организации,Место нахождения организации,Адрес электронной почты,Адрес осуществления лицензируемого вида деятельности обособленным подразделением организации,КПП обособленного подразделения организации,Код субъекта РФ по месту нахождения организации,Код субъекта РФ по месту осуществления лицензируемого вида деятельности обособленным подразделение организации,Вид лицензируемой деятельности,Вид продукции,Номер лицензии,Наименование лицензирующего органа выдавшего лицензию,Дата выдачи лицензии,Дата окончания действия лицензии,Дата приостановления действия лицензии,Дата возобнавления действия лицензии,Дата прекращения действия лицензии,Дата аннулирования лицензии,Статус лицензии,Дата изменения статуса,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,
,"Вин Груп""",0418,001,Амурская г.Благовещенск  ул. Гражданская 121 л. А,,"Тамбовский район с.
Козьмодемьяновка ул.
Пионерская 26/1",,,,ая продажа алкогольной продукции,,004537,"Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",,,,,,,,,
145,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А,,"Магазин ""Продукты""
Тамбовский район с.
Тамбовка ул. Штойко
75 А",,28,28, розничная продажа алкогольной продукции,,МЕ 004537,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",24.09.2012,28.12.2015,,,,,,,
146,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А,,"Магазин ""Теремок""
Тамбовский район с.
Тамбовка ул. 50 лет
Октября 8 А",,28,28, розничная продажа алкогольной продукции,,МЕ 004537,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",24.09.2012,28.12.2015,,,,,,,
147,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А,,"Отдел в магазине ""Ве-
сна"" Октябрьский
район с. Екатеринос-
лавка ул. Ленина 62",,28,28, розничная продажа алкогольной продукции,,МЕ 004537,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",24.09.2012,28.12.2015,,,,,,,
148,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А, ,"Магазин ""Елена"" Ок-
тябрьский район с. Ва-
рваровка ул. Молоде-
жная, 1 микрорайон ,д.
5", ,28,28, розничная продажа алкогольной продукции,,МЕ 004537," 
Министерство внешнеэкономических связей, туризма и предприним",24.09.2012,28.12.2015,,,,, , ,
№ п/п,"Наименование организации, организационно-правовая форма",ИНН организации,КПП организации,Место нахождения организации,Адрес электронной почты,Адрес осуществления лицензируемого вида деятельности обособленным подразделением организации,КПП обособленного подразделения организации,Код субъекта РФ по месту нахождения организации,Код субъекта РФ по месту осуществления лицензируемого вида деятельности обособленным подразделение организации,Вид лицензируемой деятельности,Вид продукции,Номер лицензии,Наименование лицензирующего органа выдавшего лицензию,Дата выдачи лицензии,Дата окончания действия лицензии,Дата приостановления действия лицензии,Дата возобнавления действия лицензии,Дата прекращения действия лицензии,Дата аннулирования лицензии,Статус лицензии,Дата изменения статуса,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,
,,,,,,,,,,,,,ательства  Амурской области,,,,,,,,,
149,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А,,"Магазин ""Витязь"" Ок-
тябрьский район с. Ва-
рваровка ул. Молоде-
жная, 1 микрорайон д.
13",,28,28, розничная продажа алкогольной продукции,,МЕ 004537,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",24.09.2012,28.12.2015,,,,,,,
150,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А,,"Магазин Октябрьский
район с. Екатеринос-
лавка ул. Куйбышевс-
кая д. 7/1",,28,28, розничная продажа алкогольной продукции,,МЕ 004537,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",24.09.2012,28.12.2015,,,,,,,
151,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А,,"Магазин Октябрьский
район с. Екатеринос-
лавка ул. Ленина 102/1",,28,28, розничная продажа алкогольной продукции,,МЕ 004537,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",24.09.2012,28.12.2015,,,,,,,
152,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А,,"Отдел в магазине ""Ма-
рлен"" Белогорский
район с. Васильевка
ул. Набережная 85 Б",,28,28, розничная продажа алкогольной продукции,,МЕ 004537,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",24.09.2012,28.12.2015,,,,,,,
153,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская, ,"Экспресс-бар в кафе
""Перекрест Мазановс-
кий район с. Угловое
ул. Колхозная б/н", ,28,28, розничная продажа алкогольной,,МЕ 004537," 
Министерство внешнеэкон",24.09.2012,28.12.2015,,,,, , ,
№ п/п,"Наименование организации, организационно-правовая форма",ИНН организации,КПП организации,Место нахождения организации,Адрес электронной почты,Адрес осуществления лицензируемого вида деятельности обособленным подразделением организации,КПП обособленного подразделения организации,Код субъекта РФ по месту нахождения организации,Код субъекта РФ по месту осуществления лицензируемого вида деятельности обособленным подразделение организации,Вид лицензируемой деятельности,Вид продукции,Номер лицензии,Наименование лицензирующего органа выдавшего лицензию,Дата выдачи лицензии,Дата окончания действия лицензии,Дата приостановления действия лицензии,Дата возобнавления действия лицензии,Дата прекращения действия лицензии,Дата аннулирования лицензии,Статус лицензии,Дата изменения статуса,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,
,,,,121 л. А,,,,,,продукции,,,"омических связей, туризма и предпринимательства  Амурской области",,,,,,,,,
154,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А,,"Отдел в магазине ""Ни-
ва"" Мазановский
район с. Мазаново ул.
Ленина 14",,28,28, розничная продажа алкогольной продукции,,МЕ 004537,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",24.09.2012,28.12.2015,,,,,,,
155,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А,,"Отдел в магазине
""Смак"" Сковородинс-
кий район г. Сковоро-
дино ул. Красноармей-
ская 6",,28,28, розничная продажа алкогольной продукции,,МЕ 004537,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",24.09.2012,28.12.2015,,,,,,,
156,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А,,"Отдел в магазине
""Спутник"" Сковороди-
нский район п. Уруша
ул. Транспортная 19 В",,28,28, розничная продажа алкогольной продукции,,МЕ 004537,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",24.09.2012,28.12.2015,,,,,,,
157,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А,,"Магазин ""Елена"" Ско-
вородинский район г.
Сковородино ул. Лазо
13",,28,28, розничная продажа алкогольной продукции,,МЕ 004537,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",24.09.2012,28.12.2015,,,,,,,
№ п/п,"Наименование организации, организационно-правовая форма",ИНН организации,КПП организации,Место нахождения организации,Адрес электронной почты,Адрес осуществления лицензируемого вида деятельности обособленным подразделением организации,КПП обособленного подразделения организации,Код субъекта РФ по месту нахождения организации,Код субъекта РФ по месту осуществления лицензируемого вида деятельности обособленным подразделение организации,Вид лицензируемой деятельности,Вид продукции,Номер лицензии,Наименование лицензирующего органа выдавшего лицензию,Дата выдачи лицензии,Дата окончания действия лицензии,Дата приостановления действия лицензии,Дата возобнавления действия лицензии,Дата прекращения действия лицензии,Дата аннулирования лицензии,Статус лицензии,Дата изменения статуса,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,
158,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А, ,"Отдел в магазине ""Ви-
ктория"" Сковородинс-
кий район п. Талдан
ул. Лисина 46", ,28,28, розничная продажа алкогольной продукции,,МЕ 004537," 
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",24.09.2012,28.12.2015,,,,, , ,
159,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А,,"Магазин ""Надежда""
Сковородинский район
ст. БАМ ул. Октября ",,28,28, розничная продажа алкогольной продукции,,МЕ 004537,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",24.09.2012,28.12.2015,,,,,,,
160,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А,,"Отдел в магазине ""На-
дежда"" Сковородинс-
кий район п. Ерофей
Павлович ул. Байдина
5",,28,28, розничная продажа алкогольной продукции,,МЕ 004537,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",24.09.2012,28.12.2015,,,,,,,
161,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А,,"Магазин ""Мираж""
Сковородинский район
п. Талдан ул. Советс-
кая 58",,28,28, розничная продажа алкогольной продукции,,МЕ 004537,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",24.09.2012,28.12.2015,,,,,,,
162,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А, ,"Магазин""Наргиз"" Ско-
вородинский район п.
Ерофей Павлович ул.
Чапаева б/н", ,28,28, розничная продажа алкогольной продукции,,МЕ 004537," 
Министерство внешнеэкономических связей, туризма и",24.09.2012,28.12.2015,,,,, , ,
№ п/п,"Наименование организации, организационно-правовая форма",ИНН организации,КПП организации,Место нахождения организации,Адрес электронной почты,Адрес осуществления лицензируемого вида деятельности обособленным подразделением организации,КПП обособленного подразделения организации,Код субъекта РФ по месту нахождения организации,Код субъекта РФ по месту осуществления лицензируемого вида деятельности обособленным подразделение организации,Вид лицензируемой деятельности,Вид продукции,Номер лицензии,Наименование лицензирующего органа выдавшего лицензию,Дата выдачи лицензии,Дата окончания действия лицензии,Дата приостановления действия лицензии,Дата возобнавления действия лицензии,Дата прекращения действия лицензии,Дата аннулирования лицензии,Статус лицензии,Дата изменения статуса,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,
,,,,,,,,,,,,,предпринимательства  Амурской области,,,,,,,,,
163,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А,,"Магазин ""Дружба""
Сковородинский район
п. Ерофей Павлович
ул. Чапаева, 41",,28,28, розничная продажа алкогольной продукции,,МЕ 004537,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",24.09.2012,28.12.2015,,,,,,,
164,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А,,"Магазин ""Алеша"" Ско-
вородинский район п.
Ерофей Павлович ул.
Чапаева 43",,28,28, розничная продажа алкогольной продукции,,МЕ 004537,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",24.09.2012,28.12.2015,,,,,,,
165,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А,,"Отдел в магазине ""Ря-
заночка"" Сковородин-
ский район ст. БАМ
ул. Октября ",,28,28, розничная продажа алкогольной продукции,,МЕ 004537,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",24.09.2012,28.12.2015,,,,,,,
166,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А,,"Магазин ""Людмила""
Сковородинский район
г. Сковородино пер.
Южный 6 А",,28,28, розничная продажа алкогольной продукции,,МЕ 004537,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",24.09.2012,28.12.2015,,,,,,,
167,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск , ,"Магазин ""Ермак"" Ско-
вородинский район п.
Ерофеей Павлович ул.", ,28,28, розничная продажа алкоголь,,МЕ 004537," 
Министерство",24.09.2012,28.12.2015,,,,, , ,
№ п/п,"Наименование организации, организационно-правовая форма",ИНН организации,КПП организации,Место нахождения организации,Адрес электронной почты,Адрес осуществления лицензируемого вида деятельности обособленным подразделением организации,КПП обособленного подразделения организации,Код субъекта РФ по месту нахождения организации,Код субъекта РФ по месту осуществления лицензируемого вида деятельности обособленным подразделение организации,Вид лицензируемой деятельности,Вид продукции,Номер лицензии,Наименование лицензирующего органа выдавшего лицензию,Дата выдачи лицензии,Дата окончания действия лицензии,Дата приостановления действия лицензии,Дата возобнавления действия лицензии,Дата прекращения действия лицензии,Дата аннулирования лицензии,Статус лицензии,Дата изменения статуса,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,
,,,,ул. Гражданская 121 л. А,,Байдина б/н,,,,ной продукции,,,"внешнеэкономических связей, туризма и предпринимательства  Амурской области",,,,,,,,,
168,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А,,"Отдел в магазине ""Ви-
ктория"" Сковородинс-
кий район п. Ерофей
Павлович ул. Чапаева
(район рынка) ",,28,28, розничная продажа алкогольной продукции,,МЕ 004537,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",24.09.2012,28.12.2015,,,,,,,
169,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А,,"Отдел в магазине ""Ве-
рсаль"" Сковородинс-
кий район п. Ерофей
Павлович ул. Октябрь-
ская 20",,28,28, розничная продажа алкогольной продукции,,МЕ 004537,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",24.09.2012,28.12.2015,,,,,,,
170,"ООО ""Баспер Вин Груп""",2801110418,280101001,675000 Амурская г.Благовещенск  ул. Гражданская 121 л. А,,"Магазин ""Визит"" г. Зея
 ул. Мухина 227",,28,28, розничная продажа алкогольной продукции,,МЕ 004537,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",24.09.2012,28.12.2015,,,,,,,
