,,,,,,,,,,,,,,,,,,,,,,,
,,75,"Общество с ограниченной ответственностью ""ГРАН""",0323004919,032601001,"670033, Бурятия Респ, Улан-Удэ г, Пищевая ул, дом № 5",buh-tdn@yandex.ru,"670033, Бурятия Респ, Улан-Удэ г, Пищевая ул, дом № 5 кафе-закусочная ""ХААН БУУЗ""
670033, Бурятия Респ, Улан-Удэ г, Пищевая ул, дом № 5 кафе-закусочная ""ХААН БУУЗ""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0428,Республиканская служба по потребительскому рынку и лицен.,08.12.2009,08.12.2014,,,,,Выдана,08.12.2009
,,76,"Общество с ограниченной ответственностью ""Алекс""",0311200027,031101001,"671631, Бурятия Респ, Курумканский р-н, Алла у, Ленина ул, дом № 30",aleks-dashiev@mail.ru,"671631, Бурятия Респ, Курумканский р-н, Алла у, Ленина ул, дом № 41 магазин ""Алекс""
671631, Бурятия Респ, Курумканский р-н, Алла у, Ленина ул, дом № 41 магазин ""Алекс""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0441,Республиканская служба по потребительскому рынку и лицен.,08.27.2009,08.27.2014,03.14.2011,04.14.2011,,,Выдана,08.27.2009
,,77,"Общество с ограниченной ответственностью ""Кумуткан""",0326483836,032601001,"670000, Бурятия Респ, Улан-Удэ г, Кирова ул, дом № 26",kumutkan@mail.ru,"671622, Бурятия Респ, Баргузинский р-н, Максимиха с, Пушкина ул, дом № 1 бар-столовая
671622, Бурятия Респ, Баргузинский р-н, Максимиха с, Пушкина ул, дом № 1 бар-столовая",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0450,Республиканская служба по потребительскому рынку и лицен.,09.15.2009,09.15.2014,,,,,Выдана,09.15.2009
,,83,Общество с ограниченной ответственностью Аида,0312015595,031201001,"671834, Бурятия Респ, Кяхтинский р-н, Энхэ Тала у, Центральная ул, дом № 29 А",,"671834, Бурятия Респ, Кяхтинский р-н, Энхэ Тала у, Центральная ул, дом № 29А магазин ""Ургы""
671834, Бурятия Респ, Кяхтинский р-н, Энхэ Тала у, Центральная ул, дом № 29А магазин ""Ургы""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,1064,Республиканская служба по потребительскому рынку и лицен.,05.24.2012,05.24.2017,,,,,Выдана,05.24.2012
,,84,Общество с ограниченной ответственностью Фортуна,0312015651,031201001,"671823, Бурятия Респ, Кяхтинский р-н, Хоронхой п, Школьная ул, дом № 1, кв.1",,"671823, Бурятия Респ, Кяхтинский р-н, Хоронхой п, Школьная ул, дом № 1-1 Магазин ""Светлана""
671823, Бурятия Респ, Кяхтинский р-н, Хоронхой п, Школьная ул, дом № 1-1 Магазин ""Светлана""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,1067,Республиканская служба по потребительскому рынку и лицен.,05.31.2012,05.31.2017,,,,,Выдана,05.31.2012
,,85,"Общество с ограниченной ответственностью ""Гарант""",0315008758,,"671032, Бурятия Респ, Окинский р-н, Хужир с, Патархеева ул, дом № 7",garant216@yandex.ru,"671032, Бурятия Респ, Окинский р-н, Хужир с, Патархеева ул, дом № 7 павильон
671032, Бурятия Респ, Окинский р-н, Хужир с, Патархеева ул, дом № 7 павильон",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0027,Республиканская служба по потребительскому рынку и лицен.,03.28.2008,03.28.2013,,,,,Выдана,03.28.2008
,,87,"Общество с ограниченной ответственностью ""Байкал-плюс""",0306228250,,"671325, Бурятия Респ, Заиграевский р-н, Новая Брянь с, Береговая ул, дом № 31",baikalle@mail.ru,"671325, Бурятия Респ, Заиграевский р-н, Новая Брянь с, Русина ул, дом № 1а/2 торговое место в магазине ""Центральный""
671325, Бурятия Респ, Заиграевский р-н, Новая Брянь с, Русина ул, дом № 1а/2 торговое место в магазине ""Центральный""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0050,Республиканская служба по потребительскому рынку и лицен.,05.06.2008,05.06.2013,,,,,Выдана,05.06.2008
,,88,"Общество с ограниченной ответственностью ""Вэлком""",0323829405,,"670031, Бурятия Респ, Улан-Удэ г, Трубачеева ул, дом № 12",,"670031, Бурятия Респ, Улан-Удэ г, Трубачеева ул, дом № 12 магазин
670031, Бурятия Респ, Улан-Удэ г, Трубачеева ул, дом № 12 магазин",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,400,Рег.-лиц. палата Администрации г. Улан-Удэ,09.21.2007,09.21.2012,,,,,Выдана,12.20.2007
,,91,"Общество с ограниченной ответственностью ""Байкал""",0314010916,031401001,"671340, Бурятия Респ, Мухоршибирский р-н, Мухоршибирь с, Ленина ул, дом № 137",yuriikazaryan@mail.ru,"671340, Бурятия Респ, Мухоршибирский р-н, Мухоршибирь с, Ленина ул, дом № 137 магазин ""Байкал-продукты""
671340, Бурятия Респ, Мухоршибирский р-н, Мухоршибирь с, Ленина ул, дом № 137 магазин ""Байкал-продукты""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0926,Республиканская служба по потребительскому рынку и лицен.,09.28.2011,09.28.2016,,,,,Выдана,09.28.2011
,,92,"Общество с ограниченной отвтственностью ""Стрелец""",0320005223,032001001,"671024, Бурятия Респ, Тункинский р-н, Зун-Мурино п, Гайдара ул, дом № 2",01-strelec@mail.ru,"671024, Бурятия Респ, Тункинский р-н, Зун-Мурино п, Гайдара ул, дом № 2 магазин ""Стрелец""
671024, Бурятия Респ, Тункинский р-н, Зун-Мурино п, Гайдара ул, дом № 2 магазин ""Стрелец""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0199,Республиканская служба по потребительскому рынку и лицен.,11.17.2008,11.12.2013,,,,,Выдана,11.17.2008
,,95,"Общество с ограниченной ответственностью ""АРЮН""",0326484678,032601001,"670002, Бурятия Респ, Улан-Удэ г, Октябрьская ул, дом № 19, кв.125",aruna40907@gmail.com,"670002, Бурятия Респ, Улан-Удэ г, Октябрьская ул, дом № 30 магазин ""Продукты""
670002, Бурятия Респ, Улан-Удэ г, Октябрьская ул, дом № 30 магазин ""Продукты""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0368,Республиканская служба по потребительскому рынку и лицен.,06.10.2009,06.10.2014,,,,,Выдана,06.10.2009
,,97,"Общество с ограниченной ответственностью ""Элегия""",0326496031,032601001,"670024, Бурятия Респ, Улан-Удэ г, Революции 1905 года ул, дом № 104 а, кв.72",Elegia2012@yandex.ru,"670000, Бурятия Респ, Заиграевский р-н, Онохой-2  п, дом № 32 помещение 2 магазин № 12
670000, Бурятия Респ, Заиграевский р-н, Онохой-2  п, дом № 32 помещение 2 магазин № 12",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0749,Республиканская служба по потребительскому рынку и лицен.,03.10.2011,03.10.2016,,,,,Выдана,03.10.2011
,,98,"Общество с ограниченной ответственностью ""Дабан""",0323357752,032301001,"670000, Бурятия Респ, Улан-Удэ г, 148 ""в"" кв-л, дом № 8/2, кв.184",jamsoha.1983@mail.ru,"671014, Бурятия Респ, Тункинский р-н, Шимки с, Октябрьская ул, дом № 48 магазин ""Дабан""
671014, Бурятия Респ, Тункинский р-н, Шимки с, Октябрьская ул, дом № 48 магазин ""Дабан""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,1006,Республиканская служба по потребительскому рынку и лицен.,01.31.2012,01.31.2017,,,,,Выдана,01.31.2012
,,99,"Общество с ограниченной ответственностью ""Лилия""",0301200123,030101001,"671624, Бурятия Респ, Баргузинский р-н, Усть-Баргузин пгт, Тюленина ул, дом № 20, кв.2",alk-liliia@mail.ru,"671624, Бурятия Респ, Баргузинский р-н, Усть-Баргузин пгт, Лермонтова ул, дом № 17 а магазин ""Лилия""
671624, Бурятия Респ, Баргузинский р-н, Усть-Баргузин пгт, Лермонтова ул, дом № 17 а магазин ""Лилия""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0541,Республиканская служба по потребительскому рынку и лицен.,01.22.2010,01.22.2015,,,,,Выдана,01.22.2010
,,100,"Общество с ограниченной ответственностью ""ВИШНЯ""",0323349134,032301001,"670031, Бурятия Респ, Улан-Удэ г, Солнечная ул, дом № 31",valentina_boldono_va@mail.ru,"670031, Бурятия Респ, Улан-Удэ г, Солнечная ул, дом № 31-2 магазин ""Продукты""
670031, Бурятия Респ, Улан-Удэ г, Солнечная ул, дом № 31-2 магазин ""Продукты""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0548,Республиканская служба по потребительскому рынку и лицен.,02.08.2010,02.08.2015,,,,,Выдана,02.08.2010
,,101,"Общество с ограниченной ответственностью ""НомиН""",0308161836,030801001,"671050, Бурятия Респ, Иволгинский р-н, Верхняя Иволга с, Набережная ул, дом № 6 а",gmongolova@mail.ru,"671050, Бурятия Респ, Иволгинский р-н, Верхняя Иволга с, Набережная ул, дом № 6 а магазин ""НомиН""
671050, Бурятия Респ, Иволгинский р-н, Верхняя Иволга с, Набережная ул, дом № 6 а магазин ""НомиН""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0555,Республиканская служба по потребительскому рынку и лицен.,02.11.2010,02.11.2015,12.15.2011,01.18.2012,,,Выдана,02.11.2010
,,102,"Общество с ограниченной ответственностью ""Водолей""",0309990843,032901001,"671220, Бурятия Респ, Кабанский р-н, Переемная п/ст, Мира ул, дом № 1, кв.1",vodoleikabansk@mail.ru,"671220, Бурятия Респ, Кабанский р-н, Переемная п/ст, Мира ул в 8 метрах на север от жилого дома № 1 торговый павильон
671220, Бурятия Респ, Кабанский р-н, Переемная п/ст, Мира ул в 8 метрах на север от жилого дома № 1 торговый павильон",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0781,Республиканская служба по потребительскому рынку и лицен.,04.28.2011,04.28.2016,,,,,Выдана,04.28.2011
,,103,"Общество с ограниченной ответственностью ""Сэсэг""",0310009645,031001001,"671450, Бурятия Респ, Кижингинский р-н, Кижинга с, Намсараева ул, дом № 48",Hudan@list.ru,"671450, Бурятия Респ, Кижингинский р-н, Кижинга с, Советская ул, дом № 77 магазин ""Сэсэг""
671450, Бурятия Респ, Кижингинский р-н, Кижинга с, Советская ул, дом № 77 магазин ""Сэсэг""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0640,Республиканская служба по потребительскому рынку и лицен.,09.17.2010,09.17.2015,,,,,Выдана,09.17.2010
,,104,"Общество с ограниченной ответственностью ""Орион""",0326490671,032601001,"670003, Бурятия Респ, Улан-Удэ г, Дивизионная ст, 3 участок, дом № 268",chasvegas@mail.ru,"670003, Бурятия Респ, Улан-Удэ г, Дивизионная ст, 3 участок, дом № 268 бар ""Орион""
670003, Бурятия Респ, Улан-Удэ г, Дивизионная ст, 3 участок, дом № 268 бар ""Орион""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0650,Республиканская служба по потребительскому рынку и лицен.,10.14.2010,10.14.2015,,,,,Выдана,10.14.2010
,,105,"Общество с ограниченной ответственностью ""Бакс""",0301004834,030101001,"671627, Бурятия Респ, Баргузинский р-н, Юбилейный п, Калинина ул, дом № 17, кв.2",vokina-bacs@mail.ru,"671627, Бурятия Респ, Баргузинский р-н, Юбилейный п, Сангадина Б. ул, дом № 21 магазин ""Продукты""
671627, Бурятия Респ, Баргузинский р-н, Юбилейный п, Сангадина Б. ул, дом № 21 магазин ""Продукты""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0405,Республиканская служба по потребительскому рынку и лицен.,07.17.2009,07.17.2014,,,,,Выдана,07.17.2009
,,106,"Общество с ограниченной ответственностью ""Фарт""",0320005304,032001001,"671023, Бурятия Респ, Тункинский р-н, Аршан п, Трактовая ул, дом № 95",01-fart@mail.ru,"671023, Бурятия Респ, Тункинский р-н, Аршан п, Трактовая ул, дом № 95 магазин ""Фарт""
671023, Бурятия Респ, Тункинский р-н, Аршан п, Трактовая ул, дом № 95 магазин ""Фарт""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0380,Республиканская служба по потребительскому рынку и лицен.,06.30.2009,06.30.2014,,,,,Выдана,06.30.2009
,,109,"Общество с ограниченной ответственностью ""Сфера""",0323342971,032301001,"670042, Бурятия Респ, Улан-Удэ г, Мокрова ул, дом № 29",SFERA777@mail.ru,"670042, Бурятия Респ, Улан-Удэ г, Мокрова ул, дом № 29 магазин ""Продукты""
670042, Бурятия Респ, Улан-Удэ г, Мокрова ул, дом № 29 магазин ""Продукты""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0344,Республиканская служба по потребительскому рынку и лицен.,04.27.2009,04.27.2014,,,,,Выдана,04.27.2009
,,113,"Общество с ограниченной ответственностью ""Пассаж""",0305392507,030501001,"671444, Бурятия Респ, Еравнинский р-н, Телемба с, Набережная ул, дом № 3",pas lot_o_v@mail.ru,"671444, Бурятия Респ, Еравнинский р-н, Телемба с, Ленина ул, дом № 74 магазин ""Оазис""
671444, Бурятия Респ, Еравнинский р-н, Телемба с, Ленина ул, дом № 74 магазин ""Оазис""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0222,Республиканская служба по потребительскому рынку и лицен.,12.09.2008,12.09.2013,,,,,Выдана,12.09.2008
,,114,"Общество с органиченной ответственностью ""Дружба""",0306228228,,"671300, Бурятия Респ, Заиграевский р-н, Онохой пгт, Октябрьская ул, дом № 13",ooo.druzhba@mail.ru,"671300, Бурятия Респ, Заиграевский р-н, Онохой пгт, Октябрьская ул, дом № 13 магазин ""Продукты""
671300, Бурятия Респ, Заиграевский р-н, Онохой пгт, Октябрьская ул, дом № 13 магазин ""Продукты""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0129,Республиканская служба по потребительскому рынку и лицен.,07.22.2008,07.22.2013,,,,,Выдана,07.22.2008
,,115,"Общество с ограниченной ответственностью ""Статус""",0323349279,032301001,"670047, Бурятия Респ, Улан-Удэ г, Сахьяновой ул, дом № 5",status_whait@mail.ru,"670050, Бурятия Респ, Улан-Удэ г, Туполева ул, дом № 21 кафе ""Белое солнце""
670050, Бурятия Респ, Улан-Удэ г, Туполева ул, дом № 21 кафе ""Белое солнце""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0646,Республиканская служба по потребительскому рынку и лицен.,09.30.2010,09.30.2015,,,,,Выдана,09.30.2010
,,116,"Общество с ограниченной ответственностью ""Рябинка""",0306229380,030601001,"671321, Бурятия Респ, Заиграевский р-н, Нижние Тальцы п, Новая ул, дом № 32, кв.2",oooryabinka.xadanov@mail.ru,"671321, Бурятия Респ, Заиграевский р-н, Нижние Тальцы п, Звездная ул, дом № 1 магазин ""Рябинка""
671321, Бурятия Респ, Заиграевский р-н, Нижние Тальцы п, Звездная ул, дом № 1 магазин ""Рябинка""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0651,Республиканская служба по потребительскому рынку и лицен.,10.18.2010,10.18.2015,,,,,Выдана,10.18.2010
,,117,"Общество с ограниченной ответственностью ""Кристина""",0309014866,030901001,"671247, Бурятия Респ, Кабанский р-н, Селенгинск пгт, Солнечный мкр, дом № 30, кв.33",kristina.kabansk@mail.ru,"671243, Бурятия Респ, Кабанский р-н, Заречье с, Садовая ул, дом № 8а магазин ""Кристина""
671243, Бурятия Респ, Кабанский р-н, Заречье с, Садовая ул, дом № 8а магазин ""Кристина""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0416,Республиканская служба по потребительскому рынку и лицен.,07.27.2009,07.27.2014,,,,,Выдана,07.27.2009
,,118,"Общество с ограниченной ответственностью ""Фортуна""",0326485311,032601001,"670034, Бурятия Респ, Улан-Удэ г, Гагарина ул, дом № 25",fortuna.ooo@inbox.ru,"670034, Бурятия Респ, Улан-Удэ г, Гагарина ул, дом № 25а кафе 2 этаж
670034, Бурятия Респ, Улан-Удэ г, Гагарина ул, дом № 25а кафе 2 этаж
670034, Бурятия Респ, Улан-Удэ г, Гагарина ул, дом № 25 ресторан 
670034, Бурятия Респ, Улан-Удэ г, Гагарина ул, дом № 25 ресторан",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0462,Республиканская служба по потребительскому рынку и лицен.,10.05.2009,10.05.2014,,,,,Выдана,10.05.2009
,,119,"Общество с ограниченной ответственностью ""Незабудка""",0326486587,032601001,"670000, Бурятия Респ, Улан-Удэ г, Смолина ул, дом № 42, кв.34",sleanastasiya@yandex.ru,"671131, Бурятия Респ, Тарбагатайский р-н, Николаевский п, Лесная ул, дом № 61 торговый павильон ""МАРИ""
671131, Бурятия Респ, Тарбагатайский р-н, Николаевский п, Лесная ул, дом № 61 торговый павильон ""МАРИ""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0478,Республиканская служба по потребительскому рынку и лицен.,10.23.2009,10.23.2014,,,,,Выдана,10.23.2009
,,121,"Общество с ограниченной ответственностью ""Родник""",0313005631,,"671560, Бурятия Респ, Муйский р-н, Таксимо пгт, 70 лет Октября ул, дом № 40А",liliya.67@mail.ru,"671560, Бурятия Респ, Муйский р-н, Таксимо пгт, 70 лет Октября ул, дом № 40а магазин ""Подарки""
671560, Бурятия Респ, Муйский р-н, Таксимо пгт, 70 лет Октября ул, дом № 40а магазин ""Подарки""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0107-000,Администрация Муйского района,12.14.2007,12.14.2012,,,,,Выдана,01.23.2008
,,122,"Общество с ограниченной ответственностью ""Абсолют""",0319003782,031901001,"671123, Бурятия Респ, Тарбагатайский р-н, Верхний Жирим с, Школьная ул, дом № 1",absolut.tarb@mail.ru,"671123, Бурятия Респ, Тарбагатайский р-н, Верхний Жирим с, Школьная ул, дом № 1 магазин ""Абсолют""
671123, Бурятия Респ, Тарбагатайский р-н, Верхний Жирим с, Школьная ул, дом № 1 магазин ""Абсолют""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0162,Республиканская служба по потребительскому рынку и лицен.,09.19.2008,09.19.2013,,,,,Выдана,09.19.2008
,,123,"Общество с ограниченной ответственностью ""Радуга""",0303008168,030301001,"671374, Бурятия Респ, Бичурский р-н, Окино-Ключи с, Куренкова ул, дом № 2",sidorovNP2012@mail.ru,"671374, Бурятия Респ, Бичурский р-н, Окино-Ключи с, Центральная ул, дом № 19 магазин ""Радуга""
671374, Бурятия Респ, Бичурский р-н, Окино-Ключи с, Центральная ул, дом № 19 магазин ""Радуга""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,1060,Республиканская служба по потребительскому рынку и лицен.,05.16.2012,05.16.2017,,,,,Выдана,05.16.2012
,,125,"Общество с ограниченной ответственностью ""Арюна""",0310009268,111111111,"671463, Бурятия Респ, Кижингинский р-н, Загустай у, Мангатай, дом № 60",Cybzhidma@mail.ru,"671463, Бурятия Респ, Кижингинский р-н, Загустай у, Мангатай ул, дом № 60 магазин
671463, Бурятия Респ, Кижингинский р-н, Загустай у, Мангатай ул, дом № 60 магазин
671461, Бурятия Респ, Кижингинский р-н, Михайловка с, Центральная ул, дом № 38 магазин
671461, Бурятия Респ, Кижингинский р-н, Михайловка с, Центральная ул, дом № 38 магазин",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0961,Республиканская служба по потребительскому рынку и лицен.,12.06.2011,12.06.2016,,,,,Выдана,12.06.2011
,,132,"Общество с ограниченной ответственностью ""НАДЕЖДА""",0326478459,032601001,"670034, Бурятия Респ, Улан-Удэ г, Жуковского ул, дом № 7",www.alex20101@mail.ru,"670034, Бурятия Респ, Улан-Удэ г, Жуковского ул, дом № 7 магазин ""Нотис""
670034, Бурятия Респ, Улан-Удэ г, Жуковского ул, дом № 7 магазин ""Нотис""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0434,Республиканская служба по потребительскому рынку и лицен.,08.19.2009,08.19.2014,,,,,Выдана,08.19.2009
,,133,"Общество с ограниченной ответственностью ""Соболь""",0309014344,030901001,"671200, Бурятия Респ, Кабанский р-н, Байкало-Кудара с, Ленина ул, дом № 75 а",dimova_margarita_vasilevna@mail.ru,"671200, Бурятия Респ, Кабанский р-н, Байкало-Кудара с, Ленина ул, дом № 75 а магазин ""Продукты""
671200, Бурятия Респ, Кабанский р-н, Байкало-Кудара с, Ленина ул, дом № 75 а магазин ""Продукты""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0477,Республиканская служба по потребительскому рынку и лицен.,10.21.2009,10.21.2014,,,,,Выдана,10.21.2009
,,134,"Общество с ограниченной ответственностью ""Булат""",0320990043,032001001,"671022, Бурятия Респ, Тункинский р-н, Галбай с, Саянская ул, дом № 24а",ooobulat-01@mail.ru,"671022, Бурятия Респ, Тункинский р-н, Галбай с, Саянская ул, дом № 24а магазин ""Булат""
671022, Бурятия Респ, Тункинский р-н, Галбай с, Саянская ул, дом № 24а магазин ""Булат""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0524,Республиканская служба по потребительскому рынку и лицен.,12.22.2009,12.22.2014,,,,,Выдана,12.22.2009
,,138,"Общество с ограниченной ответственностью ""Надежда""",0306229905,030601001,"671331, Бурятия Респ, Заиграевский р-н, Илька пгт, Профсоюзная ул, дом № 1 ""А""",,"671331, Бурятия Респ, Заиграевский р-н, Илька пгт, Профсоюзная ул, дом № 1 ""А"" магазин ""Пион""
671331, Бурятия Респ, Заиграевский р-н, Илька пгт, Профсоюзная ул, дом № 1 ""А"" магазин ""Пион""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,1063,Республиканская служба по потребительскому рынку и лицен.,05.21.2012,05.21.2017,,,,,Выдана,05.21.2012
,,140,"Общество с ограниченной ответственностью ""Лотос""",0311004819,031101001,"671636, Бурятия Респ, Курумканский р-н, Майский п, Ленина ул, дом № 9 а",lotoc206@mail.ru,"671636, Бурятия Респ, Курумканский р-н, Майский п, Ленина ул, дом № 9 а магазин ""Лотос""
671636, Бурятия Респ, Курумканский р-н, Майский п, Ленина ул, дом № 9 а магазин ""Лотос""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0494,Республиканская служба по потребительскому рынку и лицен.,11.23.2009,11.23.2014,,,,,Выдана,11.23.2009
,,142,"Общество с ограниченной ответственностью ""Люкс""",0304010191,030401001,"671920, Бурятия Респ, Джидинский р-н, Петропавловка с, Доржи Банзарова ул, дом № 56",nadezhda.V.Badmaeva@sibir.rt.ru,"671920, Бурятия Респ, Джидинский р-н, Петропавловка с, Доржи Банзарова ул, дом № 56 магазин ""Люкс""
671920, Бурятия Респ, Джидинский р-н, Петропавловка с, Доржи Банзарова ул, дом № 56 магазин ""Люкс""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0726,Республиканская служба по потребительскому рынку и лицен.,02.07.2011,02.07.2016,,,,,Выдана,02.07.2011
,,145,"Общество с ограниченной ответственностью ""Сафари""",0326482984,032601001,"670000, Бурятия Респ, Улан-Удэ г, Ербанова ул, дом № 20",e.sodnomova@yandex.ru,"670000, Бурятия Респ, Улан-Удэ г, Ербанова ул, дом № 20 кофейня ""Сафари""
670000, Бурятия Респ, Улан-Удэ г, Ербанова ул, дом № 20 кофейня ""Сафари""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0377,Республиканская служба по потребительскому рынку и лицен.,07.01.2009,07.01.2014,,,,,Выдана,07.01.2009
,,146,"Общество с ограниченной ответственностью ""Айк""",0318014742,031801001,"671160, Бурятия Респ, Селенгинский р-н, Гусиноозерск г, Спортивная ул, дом № 32",ayk.ooo@inbox.ru,"671160, Бурятия Респ, Селенгинский р-н, Гусиноозерск г, Спортивная ул, дом № 32 Закусочная ""Айк""
671160, Бурятия Респ, Селенгинский р-н, Гусиноозерск г, Спортивная ул, дом № 32 Закусочная ""Айк""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0873,Республиканская служба по потребительскому рынку и лицен.,07.22.2011,07.22.2016,,,,,Выдана,07.22.2011
,,149,"Общество с ограниченной ответственностью ""Браво""",0326033315,032601001,"670024, Бурятия Респ, Улан-Удэ г, Революции 1905 года ул, дом № 42",zaguzina1976@mail.ru,"670024, Бурятия Респ, Улан-Удэ г, Революции 1905 года ул, дом № 42 магазин ""Браво""
670024, Бурятия Респ, Улан-Удэ г, Революции 1905 года ул, дом № 42 магазин ""Браво""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0832,Республиканская служба по потребительскому рынку и лицен.,07.08.2011,07.08.2016,,,,,Выдана,07.08.2011
,,152,"Общество с ограниченной ответственностью ""Смак""",0315008902,031501001,"671030, Бурятия Респ, Окинский р-н, Орлик с, Советская ул, дом № 42",ssaalk@mail.ru,"671030, Бурятия Респ, Окинский р-н, Орлик с, Советская ул, дом № 42 магазин ""Смак""
671030, Бурятия Респ, Окинский р-н, Орлик с, Советская ул, дом № 42 магазин ""Смак""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0052,Республиканская служба по потребительскому рынку и лицен.,05.04.2008,05.04.2013,,,,,Выдана,05.04.2008
,,160,"Общество с ограниченной ответственностью ""Чжун Хуа""",0323344584,032301001,"670033, Бурятия Респ, Улан-Удэ г, Намжилова ул, дом № 6",Les-Expo2009@yandex.ru,"670033, Бурятия Респ, Улан-Удэ г, Намжилова ул, дом № 6 кафе ""Чжун Хуа""
670033, Бурятия Респ, Улан-Удэ г, Намжилова ул, дом № 6 кафе ""Чжун Хуа""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0363,Республиканская служба по потребительскому рынку и лицен.,06.05.2009,06.05.2014,,,,,Выдана,06.05.2009
,,166,"Общество с ограниченной ответственностью ""ВлаТАС""",0317006354,031701001,"671560, Бурятия Респ, Муйский р-н, Таксимо пгт, Келянская ул, дом № 1, кв.1",vlat@mail.ru,"671560, Бурятия Респ, Муйский р-н, Таксимо пгт, 70 лет Октября ул, дом № 46 магазин ""ВлаТАС""
671560, Бурятия Респ, Муйский р-н, Таксимо пгт, 70 лет Октября ул, дом № 46 магазин ""ВлаТАС""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0773,Республиканская служба по потребительскому рынку и лицен.,04.21.2011,04.21.2016,,,,,Выдана,04.21.2011
,,171,"Общество с ограниченной ответственностью ""Андрей""",0301004270,111111111,"671624, Бурятия Респ, Баргузинский р-н, Усть-Баргузин пгт, Ленина ул, дом № 33",batustina.nata@yandex.ru,"671624, Бурятия Респ, Баргузинский р-н, Усть-Баргузин пгт, Тюленина ул, дом № 21, кв.1 магазин ""Андрей""
671624, Бурятия Респ, Баргузинский р-н, Усть-Баргузин пгт, Тюленина ул, дом № 21, кв.1 магазин ""Андрей""
671622, Бурятия Респ, Баргузинский р-н, Усть-Баргузин пгт, Горького ул, дом № 33 магазин ""Андрей""
671622, Бурятия Респ, Баргузинский р-н, Усть-Баргузин пгт, Горького ул, дом № 33 магазин ""Андрей""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0978,Республиканская служба по потребительскому рынку и лицен.,12.22.2011,12.22.2016,,,,,Выдана,12.22.2011
,,174,"Общество с ограниченной ответственностью ""Багульник""",0314887249,031401001,"671343, Бурятия Респ, Мухоршибирский р-н, Балта у, Балтинская ул, дом № 26а",ooobagulnik@yandex.ru,"671343, Бурятия Респ, Мухоршибирский р-н, Балта у, Балтинская ул, дом № 26а магазин ""Родник""
671343, Бурятия Респ, Мухоршибирский р-н, Балта у, Балтинская ул, дом № 26а магазин ""Родник""
671343, Бурятия Респ, Мухоршибирский р-н, Цолга у, Рабочая ул, дом № 1 магазин ""Багульник""
671343, Бурятия Респ, Мухоршибирский р-н, Цолга у, Рабочая ул, дом № 1 магазин ""Багульник""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0258,Республиканская служба по потребительскому рынку и лицен.,12.26.2008,12.26.2013,,,,,Выдана,12.26.2008
