Номер,Дата,Организация,ИНН,КПП,Сумма по услуге,Опл. по услуге,Дата опл.,Отгр. по услуге,Дата отгр.,СЦ,Регион СЦ,Тип,Продукт,Регион,Услуга,Кол-во,Тарифный план,Статус,Продукт2
1212073496,24.07.2012,ООО «Триумф»,5009058942,500901001,3 500.00,3 500.00,31.07.2012,3 500.00,03.08.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн»",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212076999,28.08.2012,"ООО ""ТК Оазис""",7720669380,502901001,5 000.00,5 000.00,03.08.2012,5 000.00,04.09.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн» с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1203740365,18.07.2012,Индивидуальный предприниматель Исаев Александр Вячеславович,771300291420,,5 500.00,5 500.00,03.08.2012,5 500.00,08.08.2012,0374 ООО «Лидер-М»,50,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1201654094,07.06.2012,"Общество с ограниченной ответственностью ""Эрдин""",7715199725,772301001,3 500.00, 0.00,03.08.2012, 0.00,,0165 ЗАО «Расчетный Центр «Практик»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн»",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1201654093,07.06.2012,"Общество с ограниченной ответственностью ""ЭКО-АЛКО""",7729513758,772901001,5 000.00, 0.00,03.08.2012, 0.00,,0165 ЗАО «Расчетный Центр «Практик»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн» с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1205470078,06.08.2012,"ООО ""Пицца Хаус""",5075031485,507501001,3 500.00,3 500.00,07.08.2012,3 500.00,28.08.2012,0547 ООО «Инет-Бухгалтерия»,77,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн»",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212074987,08.08.2012,"ООО ""Голодная утка""",7701951247,770101001, 100.00, 100.00,09.08.2012, 100.00,14.08.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1201351343,09.08.2012,Индивидуальный предприниматель Ионина Светлана Станиславовна,507400377270,,5 500.00,5 500.00,10.08.2012,5 500.00,14.08.2012,"0135 ООО ""Правовой Налоговый Консультант""",50,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212075367,13.08.2012,"ООО ""Хлебъ""",5040064137,504001001,5 000.00,5 000.00,13.08.2012,5 000.00,15.08.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн» с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1204180328,07.08.2012,"ООО ""ДИОНИС+""",5005021589,500501001,3 500.00,3 500.00,13.08.2012,3 500.00,14.08.2012,0418 ООО «Интернет сервис»,50,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн»",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212075501,14.08.2012,"ООО ""Эверест""",5034042791,503401001, 100.00, 100.00,14.08.2012, 100.00,15.08.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212075501,14.08.2012,Индивидуальный предприниматель Максенков Александр Николаевич,503500628480,,5 000.00,5 000.00,14.08.2012,5 000.00,15.08.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн» с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212075501,14.08.2012,"ООО ""Сатурн""",5035034754,503501001,5 000.00,5 000.00,14.08.2012,5 000.00,15.08.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн» с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1204482753,08.08.2012,"ООО ""Буоно кафе 2""",7743775089,774301001,3 500.00,3 500.00,14.08.2012,3 500.00,28.08.2012,0448 ООО АЛЬФА-СЕРВИС,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн»",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212075706,15.08.2012,"ООО ""БАЛИОТ""",7715619225,771301001, 100.00, 100.00,15.08.2012, 100.00,21.08.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212075625,14.08.2012,"Общество с ограниченной ответственностью ""ЛАНИТ""",7701927646,770101001,7 000.00,7 000.00,15.08.2012,7 000.00,16.08.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1207333597,14.08.2012,"ООО ""Алтимейт биир"" ",7736569180,773601001,3 500.00,3 500.00,15.08.2012,3 500.00,24.08.2012,0733 ООО «Новые Интернет Технологии»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн»",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212075262,09.08.2012,"Общество с ограниченной ответственностью ""ШоколаД""",7719768901,771901001, 100.00, 100.00,15.08.2012, 100.00,17.08.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212075252,09.08.2012,"ООО""Смайл""",7706752196,770601001,3 500.00,3 500.00,15.08.2012,3 500.00,17.08.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн»",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212075026,08.08.2012,ИП Ракова Елена Федоровна,702400694807,, 100.00, 100.00,15.08.2012, 100.00,17.08.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212075771,16.08.2012,"ООО КАФ ""ЭККОМСЕРВИС""",7714044790,502901001,5 000.00,5 000.00,16.08.2012,5 000.00,20.08.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн» с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212075290,10.08.2012,ИП Хасматулина Людмила Сергеевна,503000029496,,7 000.00,7 000.00,16.08.2012,7 000.00,20.08.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212075270,09.08.2012,"Общество с ограниченной ответственностью ""Шоколадный Дом""",7706752870,770601001, 100.00, 100.00,16.08.2012, 100.00,20.08.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212075258,09.08.2012,"Общество с ограниченной ответственностью ""Фортуна""",7719768919,771901001,7 000.00,7 000.00,16.08.2012,7 000.00,20.08.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212075250,09.08.2012,"ООО ""СвязьТоргСнаб""",7716210097,771601001, 100.00, 100.00,16.08.2012, 100.00,20.08.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212075226,09.08.2012,ООО Гексамерон,7706530186,770601001, 100.00, 100.00,16.08.2012, 100.00,20.08.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1208100992,07.08.2012,"ООО ""Бессольцев""",5027115872,502701001, 100.00, 100.00,16.08.2012, 100.00,22.08.2012,0810 ООО Аспект,77,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1201655697,17.08.2012,"ООО ""Глобал Реал Эстейт""",7702767804,770201001,5 000.00,5 000.00,17.08.2012,5 000.00,23.08.2012,0165 ЗАО «Расчетный Центр «Практик»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн» с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1201655696,17.08.2012,"ООО ""Метрополитен Ресторантс Групп""",7702761320,770201001, 100.00, 100.00,17.08.2012, 100.00,23.08.2012,0165 ЗАО «Расчетный Центр «Практик»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212075916,16.08.2012,"Общество с ограниченной ответственностью ""Фикс""",5032215431,503201001,7 000.00,7 000.00,17.08.2012,7 000.00,20.08.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1207333596,14.08.2012,ООО «Шульц Раша»,7729606868,772901001, 100.00, 100.00,17.08.2012, 100.00,06.09.2012,0733 ООО «Новые Интернет Технологии»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212075228,09.08.2012,"ООО""ГАЛЕРЕЯ+АЛЕКС""",7725663865,772501001, 100.00, 100.00,17.08.2012, 100.00,21.08.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212075227,09.08.2012,"ООО""Антолиза""",7707719762,770701001, 100.00, 100.00,17.08.2012, 100.00,21.08.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212075208,09.08.2012,"ООО ""Антарес""",7705968562,770501001,7 000.00,7 000.00,17.08.2012,7 000.00,21.08.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1204482756,08.08.2012,"ООО ""ТрейдСервис""",7703734167,770301001, 100.00, 100.00,17.08.2012, 100.00,28.08.2012,0448 ООО АЛЬФА-СЕРВИС,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1204482754,08.08.2012,"ООО ""Торг-Сервис""",7714872031,771401001, 100.00, 100.00,17.08.2012, 100.00,28.08.2012,0448 ООО АЛЬФА-СЕРВИС,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212068467,13.06.2012,"ООО ""Гульден""",7716652063,771601001, 100.00, 0.00,17.08.2012, 0.00,,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212076045,20.08.2012,"ООО ""ПРОМ-АУДИТ""",7733517723,773301001, 100.00, 100.00,20.08.2012, 100.00,22.08.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1207333658,20.08.2012,ООО «Бирократия»,5029160180,502901001,5 000.00,5 000.00,20.08.2012,5 000.00,23.08.2012,0733 ООО «Новые Интернет Технологии»,77,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн» с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1204180346,17.08.2012,"Общество с ограниченной ответственностью ""МастерТрейд""",5011032042,501101001, 100.00, 100.00,20.08.2012, 0.00,,0418 ООО «Интернет сервис»,50,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212075863,16.08.2012,"ООО ""М.К.ОРИОНИКА""",7705447577,770501001, 100.00, 100.00,20.08.2012, 100.00,22.08.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212076152,21.08.2012,"ООО ""АМИ ИНТЕРНЭШНЛ""",7708195085,771901001,5 000.00,5 000.00,21.08.2012,5 000.00,24.08.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн» с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1203542285,20.08.2012,"ООО ""Наш Продукт""",7714850870,771401001, 100.00, 100.00,21.08.2012, 100.00,30.08.2012,"0354 ЗАО ""ОВИОНТ ИНФОРМ""",77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1201655699,17.08.2012,"ООО ""Столичные рестораны - Суши Сокольники""",7726654503,772601001,5 000.00,5 000.00,21.08.2012,5 000.00,23.08.2012,0165 ЗАО «Расчетный Центр «Практик»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн» с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1201655698,17.08.2012,"ООО ""ПБО Столичные рестораны - Покрышкина""",7726654327,772601001, 100.00, 100.00,21.08.2012, 100.00,23.08.2012,0165 ЗАО «Расчетный Центр «Практик»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1204440495,22.08.2012,"Общество с ограниченной ответственностью ""РЕН-2002""",7735110620,773501001,5 000.00,5 000.00,22.08.2012,5 000.00,24.08.2012,0444 ООО «Гольдберг-Софт»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн» с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212076108,20.08.2012,ИП Лоскутова Н.А.,772000156365,, 100.00, 100.00,22.08.2012, 100.00,22.08.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1209150384,20.08.2012,Индивидуальный Предприниматель Ржевский Владимир Владимирович,502007704003,,5 500.00,5 500.00,22.08.2012,5 500.00,23.08.2012,0915 ООО «Контур ПЛЮС»,50,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1209150383,20.08.2012,Индивидуальный Предприниматель Гайдарова Жанна Васильевна,502003609976,, 100.00, 100.00,22.08.2012, 100.00,23.08.2012,0915 ООО «Контур ПЛЮС»,50,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1207333613,15.08.2012,"ООО ""Сатура""",7719703781,771901001, 100.00, 100.00,22.08.2012, 100.00,23.08.2012,0733 ООО «Новые Интернет Технологии»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212076527,23.08.2012,"ООО ""ВЕЛЕГОЖ ПАРК""",7126017647,712601001,3 500.00,3 500.00,23.08.2012,3 500.00,27.08.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,71,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн»",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1208223699,22.08.2012,"ОАО ""Ангстрем""",7735010706,774850001, 100.00, 100.00,23.08.2012, 100.00,24.08.2012,"0822 ЗАО ""Группа Компаний ""Новые Бизнес Системы",77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212076501,23.08.2012,Индивидуальный предприниматель Козлова Надежда Юрьевна,503601207217,,3 500.00,3 500.00,24.08.2012,3 500.00,24.08.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн»",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212076495,23.08.2012,"Общество с ограниченной ответственностью ""Сокровище""",7719759791,771901001, 100.00, 100.00,24.08.2012, 100.00,28.08.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212076493,23.08.2012,ООО Вербена,7706530041,770901001,3 500.00,3 500.00,24.08.2012,3 500.00,28.08.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн»",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1207333742,23.08.2012,"Общество с ограниченной ответственностью ""ГрандТорг""",7727757163,772701001,7 000.00,7 000.00,24.08.2012,7 000.00,28.08.2012,0733 ООО «Новые Интернет Технологии»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212076366,22.08.2012,ИП Шарапова Елена Александровна,501800303881,, 100.00, 100.00,24.08.2012, 100.00,24.08.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212076355,22.08.2012,"ООО ""РУСБУРГЕР""",7715744378,771501001, 100.00, 100.00,24.08.2012, 100.00,28.08.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212076321,22.08.2012,"ООО ""Л-Кафе""",7706759995,770601001,5 000.00,5 000.00,24.08.2012,5 000.00,28.08.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн» с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212076867,27.08.2012,"ООО ""ГАЛА ПИЦЦА""",7728283075,772801001, 100.00, 100.00,27.08.2012, 100.00,29.08.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212076865,27.08.2012,"ООО ""Пицца Братеево""",7724766339,772401001,3 248.00,3 248.00,27.08.2012, 0.00,,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн»",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212076864,27.08.2012,ООО АЛЛО! ПИЦЦА,7729429111,772601001, 100.00, 100.00,27.08.2012, 100.00,29.08.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212076862,27.08.2012,"ООО ""АЛЛО! ПИЦЦА 1""",7729428710,772301001, 100.00, 100.00,27.08.2012, 100.00,29.08.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
